step,S,V,omega,R,J,K,N,state
2800,0.021975267811564902,1.2264561642147866e-05,1.0127232386025752e-12,1.0000000000000002,0.12,0.12,200,Static Sync
2900,0.021967684793383395,1.137402618326819e-05,3.326450226381894e-13,1.0,0.12,0.12,200,Static Sync
3000,0.021960331989701317,1.0429181731587106e-05,1.091571277811454e-13,1.0000000000000002,0.12,0.12,200,Static Sync
3100,0.021955556980965272,9.703904798831034e-06,3.5793590313915044e-14,1.0,0.12,0.12,200,Static Sync
3200,0.021954764127655048,9.180836529238705e-06,1.1746159600534156e-14,1.0000000000000002,0.12,0.12,200,Static Sync
3300,0.02195867542091296,8.860170116174328e-06,3.4638958368304883e-15,1.0,0.12,0.12,200,Static Sync
3400,0.021967591950827783,8.738980663008362e-06,2.886579864025407e-16,1.0,0.12,0.12,200,Static Sync
3500,0.0219814596602248,8.781526770908228e-06,0.0,1.0,0.12,0.12,200,Static Sync
3600,0.021999814697806694,8.930897011337514e-06,0.0,1.0,0.12,0.12,200,Static Sync
3700,0.022021773712540882,9.157727224701086e-06,0.0,1.0,0.12,0.12,200,Static Sync
3800,0.022046215570181063,9.439137325450804e-06,0.0,1.0,0.12,0.12,200,Static Sync
3900,0.022072192383650806,9.73662648524233e-06,0.0,1.0,0.12,0.12,200,Static Sync
4000,0.022099458219602804,9.981032902231503e-06,0.0,1.0,0.12,0.12,200,Static Sync
4100,0.022128799326372628,1.0091428587576147e-05,0.0,1.0,0.12,0.12,200,Static Sync
4200,0.022161661271528212,1.0012924331124382e-05,0.0,1.0,0.12,0.12,200,Static Sync
4300,0.0221989572736789,9.730531122955315e-06,0.0,1.0,0.12,0.12,200,Static Sync
4400,0.022240094350377597,9.267117123746807e-06,0.0,1.0,0.12,0.12,200,Static Sync
4500,0.02228329373629853,8.641106605190593e-06,0.0,1.0,0.12,0.12,200,Static Sync
4600,0.02232661901697239,7.9215419572896e-06,0.0,1.0,0.12,0.12,200,Static Sync
4700,0.022368598295031628,7.196652333784127e-06,0.0,1.0,0.12,0.12,200,Static Sync
4800,0.022408288654314816,6.53993131469539e-06,0.0,1.0,0.12,0.12,200,Static Sync
4900,0.022445140459617867,5.9869555641038214e-06,0.0,1.0,0.12,0.12,200,Static Sync
5000,0.022478873536445655,5.525097875153178e-06,0.0,1.0,0.12,0.12,200,Static Sync
5100,0.022509398265927787,5.1348581925769765e-06,0.0,1.0,0.12,0.12,200,Static Sync
5200,0.022536761552841747,4.801357684754848e-06,0.0,1.0,0.12,0.12,200,Static Sync
5300,0.02256110115675273,4.5110471730671684e-06,0.0,1.0,0.12,0.12,200,Static Sync
5400,0.022582603960497376,4.258013691093309e-06,0.0,1.0,0.12,0.12,200,Static Sync
5500,0.022601470456039132,4.038300745713723e-06,0.0,1.0,0.12,0.12,200,Static Sync
5600,0.02261788841818144,3.848111153309551e-06,0.0,1.0,0.12,0.12,200,Static Sync
5700,0.022632016614366916,3.688715543949802e-06,0.0,1.0,0.12,0.12,200,Static Sync
5800,0.022643977273491107,3.5607842510415254e-06,0.0,1.0,0.12,0.12,200,Static Sync
5900,0.022653855011780803,3.464829756645406e-06,0.0,1.0,0.12,0.12,200,Static Sync
6000,0.022661699851088145,3.403197741258849e-06,0.0,1.0,0.12,0.12,200,Static Sync
6100,0.022667532290580786,3.3813724494860015e-06,0.0,1.0,0.12,0.12,200,Static Sync
6200,0.022671348575898958,3.4079515198692182e-06,0.0,1.0,0.12,0.12,200,Static Sync
6300,0.02267312422342342,3.47719544371101e-06,0.0,1.0,0.12,0.12,200,Static Sync
6400,0.022672814742012357,3.5855361437947174e-06,0.0,1.0,0.12,0.12,200,Static Sync
6500,0.02267035874464623,3.707374049282967e-06,0.0,1.0,0.12,0.12,200,Static Sync
6600,0.022665705811134862,3.7986526153351107e-06,0.0,1.0,0.12,0.12,200,Static Sync
6700,0.022658907190246665,3.8100455206633233e-06,0.0,1.0,0.12,0.12,200,Static Sync
6800,0.022650267378382,3.709688390210888e-06,0.0,1.0,0.12,0.12,200,Static Sync
6900,0.02264043452594217,3.5089940129812894e-06,0.0,1.0,0.12,0.12,200,Static Sync
7000,0.022630266174819492,3.252285031693068e-06,0.0,1.0,0.12,0.12,200,Static Sync
7100,0.022620504905849517,2.981274265530787e-06,0.0,1.0,0.12,0.12,200,Static Sync
7200,0.022611508698641127,2.728368593382206e-06,0.0,1.0,0.12,0.12,200,Static Sync
7300,0.022603207051941458,2.5013894565906676e-06,0.0,1.0,0.12,0.12,200,Static Sync
7400,0.022595237902571202,2.3006806203407388e-06,0.0,1.0,0.12,0.12,200,Static Sync
7500,0.022587129203572684,2.1305377075371606e-06,0.0,1.0,0.12,0.12,200,Static Sync
7600,0.022578435154671523,1.987513875766723e-06,0.0,1.0,0.12,0.12,200,Static Sync
7700,0.022568806783112023,1.8673578423599736e-06,0.0,1.0,0.12,0.12,200,Static Sync
