N,J,K,seed,transient_time
100,0.35000000000000003,-0.49000000000000005,1,300
100,0.35000000000000003,-0.49000000000000005,2,0
100,0.35000000000000003,-0.4,0,0
100,0.35000000000000003,-0.4,1,730
100,0.35000000000000003,-0.4,2,0
100,0.35000000000000003,-0.51,0,0
100,0.35000000000000003,-0.51,1,240
100,0.35000000000000003,-0.51,2,0
100,0.35000000000000003,-0.52,0,0
100,0.35000000000000003,-0.52,1,280
100,0.35000000000000003,-0.52,2,0
100,0.35000000000000003,-0.53,0,0
100,0.35000000000000003,-0.53,1,6830
100,0.35000000000000003,-0.53,2,0
100,0.35000000000000003,-0.54,0,8390
100,0.35000000000000003,-0.54,1,270
100,0.35000000000000003,-0.54,2,0
100,0.35000000000000003,-0.55,0,0
100,0.35000000000000003,-0.55,1,200
100,0.35000000000000003,-0.55,2,0
100,0.35000000000000003,-0.56,0,0
100,0.35000000000000003,-0.56,1,9698
100,0.35000000000000003,-0.56,2,0
100,0.35000000000000003,-0.5700000000000001,0,0
100,0.35000000000000003,-0.5700000000000001,1,9989
100,0.35000000000000003,-0.5700000000000001,2,0
100,0.35000000000000003,-0.5800000000000001,0,0
100,0.35000000000000003,-0.5800000000000001,1,190
100,0.35000000000000003,-0.5800000000000001,2,0
100,0.35000000000000003,-0.5900000000000001,0,0
100,0.35000000000000003,-0.5900000000000001,1,220
100,0.35000000000000003,-0.5900000000000001,2,0
100,0.35000000000000003,-0.5,0,0
100,0.35000000000000003,-0.5,1,270
100,0.35000000000000003,-0.5,2,0
100,0.35000000000000003,-0.6000000000000001,0,0
100,0.35000000000000003,-0.6000000000000001,1,9867
100,0.35000000000000003,-0.6000000000000001,2,0
100,0.35000000000000003,-0.6100000000000001,0,0
100,0.35000000000000003,-0.6100000000000001,1,210
100,0.35000000000000003,-0.6100000000000001,2,0
100,0.35000000000000003,-0.6200000000000001,0,0
100,0.35000000000000003,-0.6200000000000001,1,240
100,0.35000000000000003,-0.6200000000000001,2,0
100,0.35000000000000003,-0.63,0,0
100,0.35000000000000003,-0.63,1,8400
100,0.35000000000000003,-0.63,2,0
100,0.35000000000000003,-0.64,0,0
100,0.35000000000000003,-0.64,1,2820
100,0.35000000000000003,-0.64,2,0
100,0.35000000000000003,-0.65,0,0
100,0.35000000000000003,-0.65,1,8510
100,0.35000000000000003,-0.65,2,0
100,0.35000000000000003,-0.66,0,0
100,0.35000000000000003,-0.66,1,9710
100,0.35000000000000003,-0.66,2,0
100,0.35000000000000003,-0.67,0,0
100,0.35000000000000003,-0.67,1,0
100,0.35000000000000003,-0.67,2,0
100,0.35000000000000003,-0.68,0,0
100,0.35000000000000003,-0.68,1,3050
100,0.35000000000000003,-0.68,2,0
100,0.35000000000000003,-0.6900000000000001,0,0
100,0.35000000000000003,-0.6900000000000001,1,9787
100,0.35000000000000003,-0.6900000000000001,2,0
100,0.35000000000000003,-0.7000000000000001,0,0
100,0.35000000000000003,-0.7000000000000001,1,0
100,0.35000000000000003,-0.7000000000000001,2,0
100,0.35000000000000003,-0.7100000000000001,0,0
100,0.35000000000000003,-0.7100000000000001,1,9210
100,0.35000000000000003,-0.7100000000000001,2,0
100,0.35000000000000003,-0.7200000000000001,0,0
100,0.35000000000000003,-0.7200000000000001,1,6990
100,0.35000000000000003,-0.7200000000000001,2,0
100,0.35000000000000003,-0.73,0,0
100,0.35000000000000003,-0.73,1,220
100,0.35000000000000003,-0.73,2,0
100,0.35000000000000003,-0.74,0,0
100,0.35000000000000003,-0.74,1,0
100,0.35000000000000003,-0.74,2,0
100,0.35000000000000003,-0.75,0,0
100,0.35000000000000003,-0.75,1,0
100,0.35000000000000003,-0.75,2,0
100,0.35000000000000003,-0.76,0,0
100,0.35000000000000003,-0.76,1,2450
100,0.35000000000000003,-0.76,2,0
100,0.35000000000000003,-0.77,0,0
100,0.35000000000000003,-0.77,1,8830
100,0.35000000000000003,-0.77,2,0
100,0.35000000000000003,-0.78,0,0
100,0.35000000000000003,-0.78,1,7610
100,0.35000000000000003,-0.78,2,0
100,0.35000000000000003,-0.79,0,0
100,0.35000000000000003,-0.79,1,0
100,0.35000000000000003,-0.79,2,0
100,0.35000000000000003,-0.8,0,0
100,0.35000000000000003,-0.8,1,0
100,0.35000000000000003,-0.8,2,0
100,0.35000000000000003,0.010000000000000009,0,5490
100,0.35000000000000003,0.010000000000000009,1,5800
100,0.35000000000000003,0.010000000000000009,2,1910
100,0.35000000000000003,0.020000000000000018,0,2350
100,0.35000000000000003,0.020000000000000018,1,2030
100,0.35000000000000003,0.020000000000000018,2,130
100,0.35000000000000003,0.030000000000000027,0,1450
100,0.35000000000000003,0.030000000000000027,1,1060
100,0.35000000000000003,0.030000000000000027,2,80
100,0.35000000000000003,0.039999999999999925,0,1000
100,0.35000000000000003,0.039999999999999925,1,340
100,0.35000000000000003,0.039999999999999925,2,50
100,0.35000000000000003,0.04999999999999993,0,810
100,0.35000000000000003,0.04999999999999993,1,310
100,0.35000000000000003,0.04999999999999993,2,30
100,0.35000000000000003,0.05999999999999994,0,650
100,0.35000000000000003,0.05999999999999994,1,280
100,0.35000000000000003,0.05999999999999994,2,20
100,0.35000000000000003,0.06999999999999995,0,150
100,0.35000000000000003,0.06999999999999995,1,250
100,0.35000000000000003,0.06999999999999995,2,20
100,0.35000000000000003,0.07999999999999996,0,140
100,0.35000000000000003,0.07999999999999996,1,220
100,0.35000000000000003,0.07999999999999996,2,10
100,0.35000000000000003,0.08999999999999997,0,120
100,0.35000000000000003,0.08999999999999997,1,200
100,0.35000000000000003,0.08999999999999997,2,10
100,0.35000000000000003,0.09999999999999998,0,110
100,0.35000000000000003,0.09999999999999998,1,180
100,0.35000000000000003,0.09999999999999998,2,10
100,0.35000000000000003,0.0,0,0
100,0.35000000000000003,0.0,1,0
100,0.35000000000000003,0.0,2,0
100,0.35000000000000003,0.10999999999999999,0,100
100,0.35000000000000003,0.10999999999999999,1,170
100,0.35000000000000003,0.10999999999999999,2,10
100,0.35000000000000003,0.12,0,100
100,0.35000000000000003,0.12,1,70
100,0.35000000000000003,0.12,2,10
100,0.35000000000000003,0.13,0,90
100,0.35000000000000003,0.13,1,60
100,0.35000000000000003,0.13,2,0
100,0.35000000000000003,0.14,0,80
100,0.35000000000000003,0.14,1,60
100,0.35000000000000003,0.14,2,0
100,0.35000000000000003,0.15000000000000002,0,80
100,0.35000000000000003,0.15000000000000002,1,50
100,0.35000000000000003,0.15000000000000002,2,0
100,0.35000000000000003,0.15999999999999992,0,70
100,0.35000000000000003,0.15999999999999992,1,50
100,0.35000000000000003,0.15999999999999992,2,0
100,0.35000000000000003,0.16999999999999993,0,70
100,0.35000000000000003,0.16999999999999993,1,40
100,0.35000000000000003,0.16999999999999993,2,0
100,0.35000000000000003,0.17999999999999994,0,60
100,0.35000000000000003,0.17999999999999994,1,0
100,0.35000000000000003,0.17999999999999994,2,0
100,0.35000000000000003,0.18999999999999995,0,50
100,0.35000000000000003,0.18999999999999995,1,0
100,0.35000000000000003,0.18999999999999995,2,0
100,0.35000000000000003,0.2,0,40
100,0.35000000000000003,0.2,1,0
100,0.35000000000000003,0.2,2,0
100,0.36,-0.010000000000000009,0,110
100,0.36,-0.010000000000000009,1,190
100,0.36,-0.010000000000000009,2,0
100,0.36,-0.020000000000000018,0,7850
100,0.36,-0.020000000000000018,1,8360
100,0.36,-0.020000000000000018,2,0
100,0.36,-0.030000000000000027,0,9900
100,0.36,-0.030000000000000027,1,8140
100,0.36,-0.030000000000000027,2,0
100,0.36,-0.040000000000000036,0,160
100,0.36,-0.040000000000000036,1,9590
100,0.36,-0.040000000000000036,2,9160
100,0.36,-0.050000000000000044,0,6930
100,0.36,-0.050000000000000044,1,9660
100,0.36,-0.050000000000000044,2,4810
100,0.36,-0.06000000000000005,0,9910
100,0.36,-0.06000000000000005,1,9210
100,0.36,-0.06000000000000005,2,9400
100,0.36,-0.07000000000000006,0,9930
100,0.36,-0.07000000000000006,1,9070
100,0.36,-0.07000000000000006,2,9330
100,0.36,-0.08000000000000007,0,9780
100,0.36,-0.08000000000000007,1,9510
100,0.36,-0.08000000000000007,2,9550
100,0.36,-0.09000000000000008,0,190
100,0.36,-0.09000000000000008,1,9750
100,0.36,-0.09000000000000008,2,0
100,0.36,-0.09999999999999998,0,9840
100,0.36,-0.09999999999999998,1,9840
100,0.36,-0.09999999999999998,2,4540
100,0.36,-0.10999999999999999,0,9880
100,0.36,-0.10999999999999999,1,9220
100,0.36,-0.10999999999999999,2,9920
100,0.36,-0.12,0,8920
100,0.36,-0.12,1,9930
100,0.36,-0.12,2,9930
100,0.36,-0.13,0,9800
100,0.36,-0.13,1,9880
100,0.36,-0.13,2,9790
100,0.36,-0.14,0,9930
100,0.36,-0.14,1,9880
100,0.36,-0.14,2,7720
100,0.36,-0.15000000000000002,0,9680
100,0.36,-0.15000000000000002,1,9610
100,0.36,-0.15000000000000002,2,8890
100,0.36,-0.16000000000000003,0,9850
100,0.36,-0.16000000000000003,1,9810
100,0.36,-0.16000000000000003,2,9680
100,0.36,-0.17000000000000004,0,9910
100,0.36,-0.17000000000000004,1,9870
100,0.36,-0.17000000000000004,2,9940
100,0.36,-0.18000000000000005,0,9860
100,0.36,-0.18000000000000005,1,9900
100,0.36,-0.18000000000000005,2,9690
100,0.36,-0.19000000000000006,0,9850
100,0.36,-0.19000000000000006,1,9400
100,0.36,-0.19000000000000006,2,9940
100,0.36,-0.20000000000000007,0,9610
100,0.36,-0.20000000000000007,1,9900
100,0.36,-0.20000000000000007,2,9920
100,0.36,-0.21000000000000008,0,9900
100,0.36,-0.21000000000000008,1,9870
100,0.36,-0.21000000000000008,2,9930
100,0.36,-0.22000000000000008,0,9910
100,0.36,-0.22000000000000008,1,9890
100,0.36,-0.22000000000000008,2,9900
100,0.36,-0.22999999999999998,0,7610
100,0.36,-0.22999999999999998,1,9510
100,0.36,-0.22999999999999998,2,9910
100,0.36,-0.24,0,9950
100,0.36,-0.24,1,9670
100,0.36,-0.24,2,9650
100,0.36,-0.25,0,7240
100,0.36,-0.25,1,9540
100,0.36,-0.25,2,9950
100,0.36,-0.26,0,9930
100,0.36,-0.26,1,9890
100,0.36,-0.26,2,9920
100,0.36,-0.27,0,9860
100,0.36,-0.27,1,9680
100,0.36,-0.27,2,9870
100,0.36,-0.28,0,9950
100,0.36,-0.28,1,9920
100,0.36,-0.28,2,9860
100,0.36,-0.29000000000000004,0,9840
100,0.36,-0.29000000000000004,1,9890
100,0.36,-0.29000000000000004,2,9870
100,0.36,-0.30000000000000004,0,9400
100,0.36,-0.30000000000000004,1,9880
100,0.36,-0.30000000000000004,2,9910
100,0.36,-0.31000000000000005,0,9860
100,0.36,-0.31000000000000005,1,2900
100,0.36,-0.31000000000000005,2,9800
100,0.36,-0.32000000000000006,0,8990
100,0.36,-0.32000000000000006,1,4220
100,0.36,-0.32000000000000006,2,1000
100,0.36,-0.33,0,9250
100,0.36,-0.33,1,700
100,0.36,-0.33,2,9780
100,0.36,-0.34,0,9913
100,0.36,-0.34,1,9740
100,0.36,-0.34,2,8090
100,0.36,-0.35000000000000003,0,8720
100,0.36,-0.35000000000000003,1,9810
100,0.36,-0.35000000000000003,2,7560
100,0.36,-0.36000000000000004,0,0
100,0.36,-0.36000000000000004,1,6700
100,0.36,-0.36000000000000004,2,9815
100,0.36,-0.37000000000000005,0,4980
100,0.36,-0.37000000000000005,1,7290
100,0.36,-0.37000000000000005,2,0
100,0.36,-0.38000000000000006,0,2690
100,0.36,-0.38000000000000006,1,2150
100,0.36,-0.38000000000000006,2,9560
100,0.36,-0.39,0,1490
100,0.36,-0.39,1,900
100,0.36,-0.39,2,0
100,0.36,-0.41000000000000003,0,0
100,0.36,-0.41000000000000003,1,1120
100,0.36,-0.41000000000000003,2,0
100,0.36,-0.42000000000000004,0,0
100,0.36,-0.42000000000000004,1,460
100,0.36,-0.42000000000000004,2,0
100,0.36,-0.43000000000000005,0,0
100,0.36,-0.43000000000000005,1,370
100,0.36,-0.43000000000000005,2,0
100,0.36,-0.44000000000000006,0,0
100,0.36,-0.44000000000000006,1,300
100,0.36,-0.44000000000000006,2,0
100,0.36,-0.45,0,0
100,0.36,-0.45,1,300
100,0.36,-0.45,2,0
100,0.36,-0.46,0,0
100,0.36,-0.46,1,400
100,0.36,-0.46,2,0
100,0.36,-0.47000000000000003,0,3830
100,0.36,-0.47000000000000003,1,350
100,0.36,-0.47000000000000003,2,0
100,0.36,-0.48000000000000004,0,0
100,0.36,-0.48000000000000004,1,280
100,0.36,-0.48000000000000004,2,0
100,0.36,-0.49000000000000005,0,0
100,0.36,-0.49000000000000005,1,260
100,0.36,-0.49000000000000005,2,0
100,0.36,-0.4,0,6560
100,0.36,-0.4,1,800
100,0.36,-0.4,2,0
100,0.36,-0.51,0,0
100,0.36,-0.51,1,250
100,0.36,-0.51,2,0
100,0.36,-0.52,0,0
100,0.36,-0.52,1,250
100,0.36,-0.52,2,0
100,0.36,-0.53,0,0
100,0.36,-0.53,1,260
100,0.36,-0.53,2,0
100,0.36,-0.54,0,0
100,0.36,-0.54,1,230
100,0.36,-0.54,2,0
100,0.36,-0.55,0,0
100,0.36,-0.55,1,210
100,0.36,-0.55,2,0
100,0.36,-0.56,0,0
100,0.36,-0.56,1,230
100,0.36,-0.56,2,0
100,0.36,-0.5700000000000001,0,0
100,0.36,-0.5700000000000001,1,9680
100,0.36,-0.5700000000000001,2,0
100,0.36,-0.5800000000000001,0,0
100,0.36,-0.5800000000000001,1,190
100,0.36,-0.5800000000000001,2,0
100,0.36,-0.5900000000000001,0,0
100,0.36,-0.5900000000000001,1,9969
100,0.36,-0.5900000000000001,2,0
100,0.36,-0.5,0,0
100,0.36,-0.5,1,230
100,0.36,-0.5,2,0
100,0.36,-0.6000000000000001,0,0
100,0.36,-0.6000000000000001,1,220
100,0.36,-0.6000000000000001,2,0
100,0.36,-0.6100000000000001,0,0
100,0.36,-0.6100000000000001,1,8960
100,0.36,-0.6100000000000001,2,0
100,0.36,-0.6200000000000001,0,0
100,0.36,-0.6200000000000001,1,190
100,0.36,-0.6200000000000001,2,0
100,0.36,-0.63,0,0
100,0.36,-0.63,1,190
100,0.36,-0.63,2,0
100,0.36,-0.64,0,0
100,0.36,-0.64,1,150
100,0.36,-0.64,2,0
100,0.36,-0.65,0,0
100,0.36,-0.65,1,9922
100,0.36,-0.65,2,0
100,0.36,-0.66,0,9975
100,0.36,-0.66,1,190
100,0.36,-0.66,2,0
100,0.36,-0.67,0,0
100,0.36,-0.67,1,0
100,0.36,-0.67,2,0
100,0.36,-0.68,0,0
100,0.36,-0.68,1,0
100,0.36,-0.68,2,0
100,0.36,-0.6900000000000001,0,0
100,0.36,-0.6900000000000001,1,8290
100,0.36,-0.6900000000000001,2,0
100,0.36,-0.7000000000000001,0,0
100,0.36,-0.7000000000000001,1,0
100,0.36,-0.7000000000000001,2,0
100,0.36,-0.7100000000000001,0,0
100,0.36,-0.7100000000000001,1,0
100,0.36,-0.7100000000000001,2,0
100,0.36,-0.7200000000000001,0,0
100,0.36,-0.7200000000000001,1,0
100,0.36,-0.7200000000000001,2,0
100,0.36,-0.73,0,0
100,0.36,-0.73,1,0
100,0.36,-0.73,2,0
100,0.36,-0.74,0,0
100,0.36,-0.74,1,0
100,0.36,-0.74,2,0
100,0.36,-0.75,0,0
100,0.36,-0.75,1,9924
100,0.36,-0.75,2,0
100,0.36,-0.76,0,0
100,0.36,-0.76,1,130
100,0.36,-0.76,2,0
100,0.36,-0.77,0,0
100,0.36,-0.77,1,9924
100,0.36,-0.77,2,0
100,0.36,-0.78,0,0
100,0.36,-0.78,1,6780
100,0.36,-0.78,2,0
100,0.36,-0.79,0,0
100,0.36,-0.79,1,0
100,0.36,-0.79,2,0
100,0.36,-0.8,0,0
100,0.36,-0.8,1,7440
100,0.36,-0.8,2,0
100,0.36,0.010000000000000009,0,5540
100,0.36,0.010000000000000009,1,5770
100,0.36,0.010000000000000009,2,1910
100,0.36,0.020000000000000018,0,2260
100,0.36,0.020000000000000018,1,2040
100,0.36,0.020000000000000018,2,130
100,0.36,0.030000000000000027,0,1340
100,0.36,0.030000000000000027,1,1070
100,0.36,0.030000000000000027,2,80
100,0.36,0.039999999999999925,0,980
100,0.36,0.039999999999999925,1,330
100,0.36,0.039999999999999925,2,50
100,0.36,0.04999999999999993,0,780
100,0.36,0.04999999999999993,1,300
100,0.36,0.04999999999999993,2,40
100,0.36,0.05999999999999994,0,610
100,0.36,0.05999999999999994,1,270
100,0.36,0.05999999999999994,2,20
100,0.36,0.06999999999999995,0,150
100,0.36,0.06999999999999995,1,250
100,0.36,0.06999999999999995,2,20
100,0.36,0.07999999999999996,0,130
100,0.36,0.07999999999999996,1,210
100,0.36,0.07999999999999996,2,10
100,0.36,0.08999999999999997,0,120
100,0.36,0.08999999999999997,1,190
100,0.36,0.08999999999999997,2,10
100,0.36,0.09999999999999998,0,110
100,0.36,0.09999999999999998,1,180
100,0.36,0.09999999999999998,2,10
100,0.36,0.0,0,0
100,0.36,0.0,1,0
100,0.36,0.0,2,0
100,0.36,0.10999999999999999,0,100
100,0.36,0.10999999999999999,1,170
100,0.36,0.10999999999999999,2,10
100,0.36,0.12,0,100
100,0.36,0.12,1,70
100,0.36,0.12,2,10
100,0.36,0.13,0,90
100,0.36,0.13,1,60
100,0.36,0.13,2,0
100,0.36,0.14,0,80
100,0.36,0.14,1,50
100,0.36,0.14,2,0
100,0.36,0.15000000000000002,0,70
100,0.36,0.15000000000000002,1,50
100,0.36,0.15000000000000002,2,0
100,0.36,0.15999999999999992,0,70
100,0.36,0.15999999999999992,1,50
100,0.36,0.15999999999999992,2,0
100,0.36,0.16999999999999993,0,60
100,0.36,0.16999999999999993,1,40
100,0.36,0.16999999999999993,2,0
100,0.36,0.17999999999999994,0,60
100,0.36,0.17999999999999994,1,0
100,0.36,0.17999999999999994,2,0
100,0.36,0.18999999999999995,0,50
100,0.36,0.18999999999999995,1,0
100,0.36,0.18999999999999995,2,0
100,0.36,0.2,0,40
100,0.36,0.2,1,0
100,0.36,0.2,2,0
100,0.37,-0.010000000000000009,0,110
100,0.37,-0.010000000000000009,1,180
100,0.37,-0.010000000000000009,2,0
100,0.37,-0.020000000000000018,0,7540
100,0.37,-0.020000000000000018,1,8620
100,0.37,-0.020000000000000018,2,0
100,0.37,-0.030000000000000027,0,7680
100,0.37,-0.030000000000000027,1,8980
100,0.37,-0.030000000000000027,2,9350
100,0.37,-0.040000000000000036,0,9930
100,0.37,-0.040000000000000036,1,9080
100,0.37,-0.040000000000000036,2,0
100,0.37,-0.050000000000000044,0,9930
100,0.37,-0.050000000000000044,1,9490
100,0.37,-0.050000000000000044,2,9940
100,0.37,-0.06000000000000005,0,9530
100,0.37,-0.06000000000000005,1,8670
100,0.37,-0.06000000000000005,2,4030
100,0.37,-0.07000000000000006,0,9890
100,0.37,-0.07000000000000006,1,9080
100,0.37,-0.07000000000000006,2,4600
100,0.37,-0.08000000000000007,0,9640
100,0.37,-0.08000000000000007,1,9840
100,0.37,-0.08000000000000007,2,0
100,0.37,-0.09000000000000008,0,7040
100,0.37,-0.09000000000000008,1,4220
100,0.37,-0.09000000000000008,2,9850
100,0.37,-0.09999999999999998,0,9920
100,0.37,-0.09999999999999998,1,9780
100,0.37,-0.09999999999999998,2,9710
100,0.37,-0.10999999999999999,0,9930
100,0.37,-0.10999999999999999,1,9730
100,0.37,-0.10999999999999999,2,9870
100,0.37,-0.12,0,9830
100,0.37,-0.12,1,9780
100,0.37,-0.12,2,9770
100,0.37,-0.13,0,9560
100,0.37,-0.13,1,9790
100,0.37,-0.13,2,9920
100,0.37,-0.14,0,9420
100,0.37,-0.14,1,9780
100,0.37,-0.14,2,9770
100,0.37,-0.15000000000000002,0,9940
100,0.37,-0.15000000000000002,1,9840
100,0.37,-0.15000000000000002,2,9790
100,0.37,-0.16000000000000003,0,9870
100,0.37,-0.16000000000000003,1,9940
100,0.37,-0.16000000000000003,2,9610
100,0.37,-0.17000000000000004,0,9890
100,0.37,-0.17000000000000004,1,9900
100,0.37,-0.17000000000000004,2,9670
100,0.37,-0.18000000000000005,0,9830
100,0.37,-0.18000000000000005,1,9910
100,0.37,-0.18000000000000005,2,9830
100,0.37,-0.19000000000000006,0,9870
100,0.37,-0.19000000000000006,1,9680
100,0.37,-0.19000000000000006,2,9800
100,0.37,-0.20000000000000007,0,9760
100,0.37,-0.20000000000000007,1,9690
100,0.37,-0.20000000000000007,2,9840
100,0.37,-0.21000000000000008,0,9920
100,0.37,-0.21000000000000008,1,9930
100,0.37,-0.21000000000000008,2,6130
100,0.37,-0.22000000000000008,0,8140
100,0.37,-0.22000000000000008,1,9890
100,0.37,-0.22000000000000008,2,9840
100,0.37,-0.22999999999999998,0,9900
100,0.37,-0.22999999999999998,1,9740
100,0.37,-0.22999999999999998,2,9940
100,0.37,-0.24,0,9910
100,0.37,-0.24,1,9940
100,0.37,-0.24,2,9890
100,0.37,-0.25,0,9880
100,0.37,-0.25,1,9529
100,0.37,-0.25,2,9920
100,0.37,-0.26,0,9920
100,0.37,-0.26,1,9910
100,0.37,-0.26,2,9720
100,0.37,-0.27,0,9770
100,0.37,-0.27,1,9740
100,0.37,-0.27,2,9930
100,0.37,-0.28,0,9900
100,0.37,-0.28,1,6740
100,0.37,-0.28,2,9940
100,0.37,-0.29000000000000004,0,9880
100,0.37,-0.29000000000000004,1,9890
100,0.37,-0.29000000000000004,2,9860
100,0.37,-0.30000000000000004,0,9850
100,0.37,-0.30000000000000004,1,9640
100,0.37,-0.30000000000000004,2,9720
100,0.37,-0.31000000000000005,0,9820
100,0.37,-0.31000000000000005,1,8130
100,0.37,-0.31000000000000005,2,9250
100,0.37,-0.32000000000000006,0,9640
100,0.37,-0.32000000000000006,1,6090
100,0.37,-0.32000000000000006,2,240
100,0.37,-0.33,0,6700
100,0.37,-0.33,1,9140
100,0.37,-0.33,2,9470
100,0.37,-0.34,0,9280
100,0.37,-0.34,1,1270
100,0.37,-0.34,2,7840
100,0.37,-0.35000000000000003,0,6170
100,0.37,-0.35000000000000003,1,400
100,0.37,-0.35000000000000003,2,0
100,0.37,-0.36000000000000004,0,9840
100,0.37,-0.36000000000000004,1,2190
100,0.37,-0.36000000000000004,2,9860
100,0.37,-0.37000000000000005,0,3210
100,0.37,-0.37000000000000005,1,470
100,0.37,-0.37000000000000005,2,9870
100,0.37,-0.38000000000000006,0,0
100,0.37,-0.38000000000000006,1,470
100,0.37,-0.38000000000000006,2,0
100,0.37,-0.39,0,0
100,0.37,-0.39,1,370
100,0.37,-0.39,2,9770
100,0.37,-0.41000000000000003,0,4940
100,0.37,-0.41000000000000003,1,1180
100,0.37,-0.41000000000000003,2,0
100,0.37,-0.42000000000000004,0,0
100,0.37,-0.42000000000000004,1,460
100,0.37,-0.42000000000000004,2,0
100,0.37,-0.43000000000000005,0,9838
100,0.37,-0.43000000000000005,1,620
100,0.37,-0.43000000000000005,2,0
100,0.37,-0.44000000000000006,0,0
100,0.37,-0.44000000000000006,1,5520
100,0.37,-0.44000000000000006,2,0
100,0.37,-0.45,0,9360
100,0.37,-0.45,1,8740
100,0.37,-0.45,2,0
100,0.37,-0.46,0,0
100,0.37,-0.46,1,310
100,0.37,-0.46,2,0
100,0.37,-0.47000000000000003,0,0
100,0.37,-0.47000000000000003,1,320
100,0.37,-0.47000000000000003,2,0
100,0.37,-0.48000000000000004,0,0
100,0.37,-0.48000000000000004,1,330
100,0.37,-0.48000000000000004,2,0
100,0.37,-0.49000000000000005,0,0
100,0.37,-0.49000000000000005,1,320
100,0.37,-0.49000000000000005,2,0
100,0.37,-0.4,0,7720
100,0.37,-0.4,1,370
100,0.37,-0.4,2,7780
100,0.37,-0.51,0,0
100,0.37,-0.51,1,8090
100,0.37,-0.51,2,0
100,0.37,-0.52,0,0
100,0.37,-0.52,1,230
100,0.37,-0.52,2,0
100,0.37,-0.53,0,0
100,0.37,-0.53,1,9540
100,0.37,-0.53,2,0
100,0.37,-0.54,0,0
100,0.37,-0.54,1,240
100,0.37,-0.54,2,0
100,0.37,-0.55,0,0
100,0.37,-0.55,1,180
100,0.37,-0.55,2,0
100,0.37,-0.56,0,0
100,0.37,-0.56,1,200
100,0.37,-0.56,2,0
100,0.37,-0.5700000000000001,0,0
100,0.37,-0.5700000000000001,1,230
100,0.37,-0.5700000000000001,2,0
100,0.37,-0.5800000000000001,0,0
100,0.37,-0.5800000000000001,1,230
100,0.37,-0.5800000000000001,2,0
100,0.37,-0.5900000000000001,0,0
100,0.37,-0.5900000000000001,1,210
100,0.37,-0.5900000000000001,2,0
100,0.37,-0.5,0,0
100,0.37,-0.5,1,310
100,0.37,-0.5,2,0
100,0.37,-0.6000000000000001,0,0
100,0.37,-0.6000000000000001,1,220
100,0.37,-0.6000000000000001,2,0
100,0.37,-0.6100000000000001,0,0
100,0.37,-0.6100000000000001,1,200
100,0.37,-0.6100000000000001,2,0
100,0.37,-0.6200000000000001,0,0
100,0.37,-0.6200000000000001,1,220
100,0.37,-0.6200000000000001,2,0
100,0.37,-0.63,0,0
100,0.37,-0.63,1,230
100,0.37,-0.63,2,0
100,0.37,-0.64,0,0
100,0.37,-0.64,1,190
100,0.37,-0.64,2,0
100,0.37,-0.65,0,0
100,0.37,-0.65,1,180
100,0.37,-0.65,2,0
100,0.37,-0.66,0,0
100,0.37,-0.66,1,190
100,0.37,-0.66,2,0
100,0.37,-0.67,0,9300
100,0.37,-0.67,1,190
100,0.37,-0.67,2,0
100,0.37,-0.68,0,9740
100,0.37,-0.68,1,180
100,0.37,-0.68,2,0
100,0.37,-0.6900000000000001,0,0
100,0.37,-0.6900000000000001,1,9768
100,0.37,-0.6900000000000001,2,0
100,0.37,-0.7000000000000001,0,0
100,0.37,-0.7000000000000001,1,160
100,0.37,-0.7000000000000001,2,0
100,0.37,-0.7100000000000001,0,0
100,0.37,-0.7100000000000001,1,7240
100,0.37,-0.7100000000000001,2,0
100,0.37,-0.7200000000000001,0,0
100,0.37,-0.7200000000000001,1,0
100,0.37,-0.7200000000000001,2,0
100,0.37,-0.73,0,0
100,0.37,-0.73,1,8120
100,0.37,-0.73,2,0
100,0.37,-0.74,0,0
100,0.37,-0.74,1,0
100,0.37,-0.74,2,0
100,0.37,-0.75,0,0
100,0.37,-0.75,1,0
100,0.37,-0.75,2,0
100,0.37,-0.76,0,0
100,0.37,-0.76,1,0
100,0.37,-0.76,2,0
100,0.37,-0.77,0,0
100,0.37,-0.77,1,0
100,0.37,-0.77,2,0
100,0.37,-0.78,0,0
100,0.37,-0.78,1,3730
100,0.37,-0.78,2,0
100,0.37,-0.79,0,0
100,0.37,-0.79,1,8900
100,0.37,-0.79,2,0
100,0.37,-0.8,0,0
100,0.37,-0.8,1,0
100,0.37,-0.8,2,0
100,0.37,0.010000000000000009,0,5520
100,0.37,0.010000000000000009,1,5760
100,0.37,0.010000000000000009,2,1920
100,0.37,0.020000000000000018,0,2250
100,0.37,0.020000000000000018,1,2050
100,0.37,0.020000000000000018,2,130
100,0.37,0.030000000000000027,0,1300
100,0.37,0.030000000000000027,1,1070
100,0.37,0.030000000000000027,2,80
100,0.37,0.039999999999999925,0,950
100,0.37,0.039999999999999925,1,330
100,0.37,0.039999999999999925,2,50
100,0.37,0.04999999999999993,0,750
100,0.37,0.04999999999999993,1,290
100,0.37,0.04999999999999993,2,40
100,0.37,0.05999999999999994,0,620
100,0.37,0.05999999999999994,1,260
100,0.37,0.05999999999999994,2,20
100,0.37,0.06999999999999995,0,140
100,0.37,0.06999999999999995,1,240
100,0.37,0.06999999999999995,2,20
100,0.37,0.07999999999999996,0,130
100,0.37,0.07999999999999996,1,210
100,0.37,0.07999999999999996,2,10
100,0.37,0.08999999999999997,0,120
