N,J,K,seed,transient_time
100,0.63,-0.050000000000000044,0,5290
100,0.63,-0.050000000000000044,1,9920
100,0.63,-0.050000000000000044,2,0
100,0.63,-0.06000000000000005,0,9150
100,0.63,-0.06000000000000005,1,90
100,0.63,-0.06000000000000005,2,9940
100,0.63,-0.07000000000000006,0,50
100,0.63,-0.07000000000000006,1,9750
100,0.63,-0.07000000000000006,2,6530
100,0.63,-0.08000000000000007,0,7380
100,0.63,-0.08000000000000007,1,9200
100,0.63,-0.08000000000000007,2,8930
100,0.63,-0.09000000000000008,0,9860
100,0.63,-0.09000000000000008,1,9900
100,0.63,-0.09000000000000008,2,9790
100,0.63,-0.09999999999999998,0,50
100,0.63,-0.09999999999999998,1,9870
100,0.63,-0.09999999999999998,2,9940
100,0.63,-0.10999999999999999,0,9880
100,0.63,-0.10999999999999999,1,9890
100,0.63,-0.10999999999999999,2,9840
100,0.63,-0.12,0,9710
100,0.63,-0.12,1,9940
100,0.63,-0.12,2,9890
100,0.63,-0.13,0,9700
100,0.63,-0.13,1,9920
100,0.63,-0.13,2,0
100,0.63,-0.14,0,9930
100,0.63,-0.14,1,9730
100,0.63,-0.14,2,9850
100,0.63,-0.15000000000000002,0,9900
100,0.63,-0.15000000000000002,1,9790
100,0.63,-0.15000000000000002,2,6760
100,0.63,-0.16000000000000003,0,9840
100,0.63,-0.16000000000000003,1,9710
100,0.63,-0.16000000000000003,2,9800
100,0.63,-0.17000000000000004,0,9930
100,0.63,-0.17000000000000004,1,9750
100,0.63,-0.17000000000000004,2,9600
100,0.63,-0.18000000000000005,0,9650
100,0.63,-0.18000000000000005,1,9930
100,0.63,-0.18000000000000005,2,9800
100,0.63,-0.19000000000000006,0,5230
100,0.63,-0.19000000000000006,1,9570
100,0.63,-0.19000000000000006,2,9850
100,0.63,-0.20000000000000007,0,9940
100,0.63,-0.20000000000000007,1,9800
100,0.63,-0.20000000000000007,2,4870
100,0.63,-0.21000000000000008,0,2240
100,0.63,-0.21000000000000008,1,6310
100,0.63,-0.21000000000000008,2,9710
100,0.63,-0.22000000000000008,0,9860
100,0.63,-0.22000000000000008,1,9930
100,0.63,-0.22000000000000008,2,9890
100,0.63,-0.22999999999999998,0,9680
100,0.63,-0.22999999999999998,1,9530
100,0.63,-0.22999999999999998,2,9840
100,0.63,-0.24,0,6540
100,0.63,-0.24,1,9940
100,0.63,-0.24,2,9910
100,0.63,-0.25,0,9880
100,0.63,-0.25,1,9790
100,0.63,-0.25,2,9590
100,0.63,-0.26,0,9770
100,0.63,-0.26,1,9800
100,0.63,-0.26,2,9880
100,0.63,-0.27,0,9920
100,0.63,-0.27,1,9690
100,0.63,-0.27,2,9950
100,0.63,-0.28,0,7130
100,0.63,-0.28,1,9920
100,0.63,-0.28,2,9950
100,0.63,-0.29000000000000004,0,9870
100,0.63,-0.29000000000000004,1,6560
100,0.63,-0.29000000000000004,2,9880
100,0.63,-0.30000000000000004,0,9870
100,0.63,-0.30000000000000004,1,9910
100,0.63,-0.30000000000000004,2,9860
100,0.63,-0.31000000000000005,0,9940
100,0.63,-0.31000000000000005,1,9920
100,0.63,-0.31000000000000005,2,9850
100,0.63,-0.32000000000000006,0,9820
100,0.63,-0.32000000000000006,1,9770
100,0.63,-0.32000000000000006,2,9850
100,0.63,-0.33,0,9730
100,0.63,-0.33,1,9940
100,0.63,-0.33,2,5120
100,0.63,-0.34,0,9920
100,0.63,-0.34,1,9750
100,0.63,-0.34,2,5250
100,0.63,-0.35000000000000003,0,9890
100,0.63,-0.35000000000000003,1,9820
100,0.63,-0.35000000000000003,2,6690
100,0.63,-0.36000000000000004,0,9920
100,0.63,-0.36000000000000004,1,9920
100,0.63,-0.36000000000000004,2,9920
100,0.63,-0.37000000000000005,0,9850
100,0.63,-0.37000000000000005,1,9880
100,0.63,-0.37000000000000005,2,9780
100,0.63,-0.38000000000000006,0,9880
100,0.63,-0.38000000000000006,1,9750
100,0.63,-0.38000000000000006,2,8260
100,0.63,-0.39,0,6630
100,0.63,-0.39,1,9940
100,0.63,-0.39,2,9930
100,0.63,-0.41000000000000003,0,9950
100,0.63,-0.41000000000000003,1,9790
100,0.63,-0.41000000000000003,2,9910
100,0.63,-0.42000000000000004,0,9870
100,0.63,-0.42000000000000004,1,9910
100,0.63,-0.42000000000000004,2,9860
100,0.63,-0.43000000000000005,0,8650
100,0.63,-0.43000000000000005,1,7680
100,0.63,-0.43000000000000005,2,9920
100,0.63,-0.44000000000000006,0,8120
100,0.63,-0.44000000000000006,1,7160
100,0.63,-0.44000000000000006,2,9810
100,0.63,-0.45,0,8540
100,0.63,-0.45,1,9900
100,0.63,-0.45,2,9630
100,0.63,-0.46,0,9880
100,0.63,-0.46,1,9940
100,0.63,-0.46,2,9950
100,0.63,-0.47000000000000003,0,9860
100,0.63,-0.47000000000000003,1,9967
100,0.63,-0.47000000000000003,2,9920
100,0.63,-0.48000000000000004,0,9830
100,0.63,-0.48000000000000004,1,7050
100,0.63,-0.48000000000000004,2,9840
100,0.63,-0.49000000000000005,0,9950
100,0.63,-0.49000000000000005,1,9930
100,0.63,-0.49000000000000005,2,9870
100,0.63,-0.4,0,9870
100,0.63,-0.4,1,7700
100,0.63,-0.4,2,9610
100,0.63,-0.51,0,9900
100,0.63,-0.51,1,9920
100,0.63,-0.51,2,9840
100,0.63,-0.52,0,9760
100,0.63,-0.52,1,9570
100,0.63,-0.52,2,9160
100,0.63,-0.53,0,9900
100,0.63,-0.53,1,9940
100,0.63,-0.53,2,9940
100,0.63,-0.54,0,9690
100,0.63,-0.54,1,9920
100,0.63,-0.54,2,8990
100,0.63,-0.55,0,9994
100,0.63,-0.55,1,9930
100,0.63,-0.55,2,9920
100,0.63,-0.56,0,9740
100,0.63,-0.56,1,9850
100,0.63,-0.56,2,9900
100,0.63,-0.5700000000000001,0,9910
100,0.63,-0.5700000000000001,1,9770
100,0.63,-0.5700000000000001,2,9920
100,0.63,-0.5800000000000001,0,9840
100,0.63,-0.5800000000000001,1,9900
100,0.63,-0.5800000000000001,2,7600
100,0.63,-0.5900000000000001,0,9900
100,0.63,-0.5900000000000001,1,9790
100,0.63,-0.5900000000000001,2,9840
100,0.63,-0.5,0,9900
100,0.63,-0.5,1,9910
100,0.63,-0.5,2,9770
100,0.63,-0.6000000000000001,0,9880
100,0.63,-0.6000000000000001,1,9830
100,0.63,-0.6000000000000001,2,9780
100,0.63,-0.6100000000000001,0,9810
100,0.63,-0.6100000000000001,1,9920
100,0.63,-0.6100000000000001,2,9490
100,0.63,-0.6200000000000001,0,9790
100,0.63,-0.6200000000000001,1,9699
100,0.63,-0.6200000000000001,2,9920
100,0.63,-0.63,0,9920
100,0.63,-0.63,1,9940
100,0.63,-0.63,2,9860
100,0.63,-0.64,0,9930
100,0.63,-0.64,1,9750
100,0.63,-0.64,2,9910
100,0.63,-0.65,0,9910
100,0.63,-0.65,1,9900
100,0.63,-0.65,2,8340
100,0.63,-0.66,0,9860
100,0.63,-0.66,1,9710
100,0.63,-0.66,2,9830
100,0.63,-0.67,0,9930
100,0.63,-0.67,1,9880
100,0.63,-0.67,2,9910
100,0.63,-0.68,0,9880
100,0.63,-0.68,1,9890
100,0.63,-0.68,2,9890
100,0.63,-0.6900000000000001,0,9870
100,0.63,-0.6900000000000001,1,9870
100,0.63,-0.6900000000000001,2,9830
100,0.63,-0.7000000000000001,0,9860
100,0.63,-0.7000000000000001,1,9850
100,0.63,-0.7000000000000001,2,9780
100,0.63,-0.7100000000000001,0,9890
100,0.63,-0.7100000000000001,1,7140
100,0.63,-0.7100000000000001,2,9890
100,0.63,-0.7200000000000001,0,9910
100,0.63,-0.7200000000000001,1,9840
100,0.63,-0.7200000000000001,2,9940
100,0.63,-0.73,0,9910
100,0.63,-0.73,1,9870
100,0.63,-0.73,2,9780
100,0.63,-0.74,0,9900
100,0.63,-0.74,1,9850
100,0.63,-0.74,2,8970
100,0.63,-0.75,0,9890
100,0.63,-0.75,1,9420
100,0.63,-0.75,2,9850
100,0.63,-0.76,0,9850
100,0.63,-0.76,1,9190
100,0.63,-0.76,2,9870
100,0.63,-0.77,0,9690
100,0.63,-0.77,1,9910
100,0.63,-0.77,2,9790
100,0.63,-0.78,0,9840
100,0.63,-0.78,1,9470
100,0.63,-0.78,2,9560
100,0.63,-0.79,0,9720
100,0.63,-0.79,1,9870
100,0.63,-0.79,2,9930
100,0.63,-0.8,0,9620
100,0.63,-0.8,1,9870
100,0.63,-0.8,2,8990
100,0.63,0.010000000000000009,0,5860
100,0.63,0.010000000000000009,1,5800
100,0.63,0.010000000000000009,2,2030
100,0.63,0.020000000000000018,0,2630
100,0.63,0.020000000000000018,1,2230
100,0.63,0.020000000000000018,2,560
100,0.63,0.030000000000000027,0,1680
100,0.63,0.030000000000000027,1,1240
100,0.63,0.030000000000000027,2,50
100,0.63,0.039999999999999925,0,1220
100,0.63,0.039999999999999925,1,820
100,0.63,0.039999999999999925,2,40
100,0.63,0.04999999999999993,0,960
100,0.63,0.04999999999999993,1,550
100,0.63,0.04999999999999993,2,40
100,0.63,0.05999999999999994,0,810
100,0.63,0.05999999999999994,1,160
100,0.63,0.05999999999999994,2,30
100,0.63,0.06999999999999995,0,90
100,0.63,0.06999999999999995,1,150
100,0.63,0.06999999999999995,2,30
100,0.63,0.07999999999999996,0,90
100,0.63,0.07999999999999996,1,140
100,0.63,0.07999999999999996,2,20
100,0.63,0.08999999999999997,0,80
100,0.63,0.08999999999999997,1,130
100,0.63,0.08999999999999997,2,20
100,0.63,0.09999999999999998,0,80
100,0.63,0.09999999999999998,1,130
100,0.63,0.09999999999999998,2,20
100,0.63,0.0,0,0
100,0.63,0.0,1,0
100,0.63,0.0,2,0
100,0.63,0.10999999999999999,0,70
100,0.63,0.10999999999999999,1,120
100,0.63,0.10999999999999999,2,10
100,0.63,0.12,0,70
100,0.63,0.12,1,120
100,0.63,0.12,2,10
100,0.63,0.13,0,60
100,0.63,0.13,1,110
100,0.63,0.13,2,10
100,0.63,0.14,0,60
100,0.63,0.14,1,110
100,0.63,0.14,2,10
100,0.63,0.15000000000000002,0,60
100,0.63,0.15000000000000002,1,100
100,0.63,0.15000000000000002,2,10
100,0.63,0.15999999999999992,0,50
100,0.63,0.15999999999999992,1,100
100,0.63,0.15999999999999992,2,10
100,0.63,0.16999999999999993,0,50
100,0.63,0.16999999999999993,1,0
100,0.63,0.16999999999999993,2,10
100,0.63,0.17999999999999994,0,50
100,0.63,0.17999999999999994,1,0
100,0.63,0.17999999999999994,2,10
100,0.63,0.18999999999999995,0,50
100,0.63,0.18999999999999995,1,0
100,0.63,0.18999999999999995,2,10
100,0.63,0.2,0,50
100,0.63,0.2,1,0
100,0.63,0.2,2,10
100,0.64,-0.010000000000000009,0,0
100,0.64,-0.010000000000000009,1,60
100,0.64,-0.010000000000000009,2,0
100,0.64,-0.020000000000000018,0,40
100,0.64,-0.020000000000000018,1,70
100,0.64,-0.020000000000000018,2,0
100,0.64,-0.030000000000000027,0,40
100,0.64,-0.030000000000000027,1,9730
100,0.64,-0.030000000000000027,2,0
100,0.64,-0.040000000000000036,0,9230
100,0.64,-0.040000000000000036,1,9870
100,0.64,-0.040000000000000036,2,0
100,0.64,-0.050000000000000044,0,40
100,0.64,-0.050000000000000044,1,3440
100,0.64,-0.050000000000000044,2,5810
100,0.64,-0.06000000000000005,0,9330
100,0.64,-0.06000000000000005,1,4590
100,0.64,-0.06000000000000005,2,9900
100,0.64,-0.07000000000000006,0,9830
100,0.64,-0.07000000000000006,1,8950
100,0.64,-0.07000000000000006,2,9460
100,0.64,-0.08000000000000007,0,9850
100,0.64,-0.08000000000000007,1,9740
100,0.64,-0.08000000000000007,2,9370
100,0.64,-0.09000000000000008,0,9920
100,0.64,-0.09000000000000008,1,9280
100,0.64,-0.09000000000000008,2,9920
100,0.64,-0.09999999999999998,0,9860
100,0.64,-0.09999999999999998,1,9850
100,0.64,-0.09999999999999998,2,9450
100,0.64,-0.10999999999999999,0,9660
100,0.64,-0.10999999999999999,1,9720
100,0.64,-0.10999999999999999,2,9940
100,0.64,-0.12,0,9800
100,0.64,-0.12,1,9890
100,0.64,-0.12,2,9650
100,0.64,-0.13,0,9910
100,0.64,-0.13,1,9300
100,0.64,-0.13,2,9820
100,0.64,-0.14,0,9810
100,0.64,-0.14,1,9690
100,0.64,-0.14,2,9870
100,0.64,-0.15000000000000002,0,7530
100,0.64,-0.15000000000000002,1,9850
100,0.64,-0.15000000000000002,2,9910
100,0.64,-0.16000000000000003,0,9770
100,0.64,-0.16000000000000003,1,9920
100,0.64,-0.16000000000000003,2,9850
100,0.64,-0.17000000000000004,0,9920
100,0.64,-0.17000000000000004,1,9600
100,0.64,-0.17000000000000004,2,9920
100,0.64,-0.18000000000000005,0,9940
100,0.64,-0.18000000000000005,1,9350
100,0.64,-0.18000000000000005,2,9720
100,0.64,-0.19000000000000006,0,9910
100,0.64,-0.19000000000000006,1,9900
100,0.64,-0.19000000000000006,2,5350
100,0.64,-0.20000000000000007,0,9880
100,0.64,-0.20000000000000007,1,9920
100,0.64,-0.20000000000000007,2,9870
100,0.64,-0.21000000000000008,0,9900
100,0.64,-0.21000000000000008,1,9860
100,0.64,-0.21000000000000008,2,9880
100,0.64,-0.22000000000000008,0,9880
100,0.64,-0.22000000000000008,1,9730
100,0.64,-0.22000000000000008,2,9910
100,0.64,-0.22999999999999998,0,9760
100,0.64,-0.22999999999999998,1,9910
100,0.64,-0.22999999999999998,2,9820
100,0.64,-0.24,0,9850
100,0.64,-0.24,1,9910
100,0.64,-0.24,2,9780
100,0.64,-0.25,0,8530
100,0.64,-0.25,1,7860
100,0.64,-0.25,2,9890
100,0.64,-0.26,0,9320
100,0.64,-0.26,1,9840
100,0.64,-0.26,2,9860
100,0.64,-0.27,0,9950
100,0.64,-0.27,1,9820
100,0.64,-0.27,2,9800
100,0.64,-0.28,0,9900
100,0.64,-0.28,1,9680
100,0.64,-0.28,2,9910
100,0.64,-0.29000000000000004,0,9870
100,0.64,-0.29000000000000004,1,9880
100,0.64,-0.29000000000000004,2,9700
100,0.64,-0.30000000000000004,0,9840
100,0.64,-0.30000000000000004,1,4730
100,0.64,-0.30000000000000004,2,9890
100,0.64,-0.31000000000000005,0,9880
100,0.64,-0.31000000000000005,1,9950
100,0.64,-0.31000000000000005,2,9880
100,0.64,-0.32000000000000006,0,9920
100,0.64,-0.32000000000000006,1,9720
100,0.64,-0.32000000000000006,2,9900
100,0.64,-0.33,0,9920
100,0.64,-0.33,1,9930
100,0.64,-0.33,2,9880
100,0.64,-0.34,0,8750
100,0.64,-0.34,1,9730
100,0.64,-0.34,2,9850
100,0.64,-0.35000000000000003,0,7950
100,0.64,-0.35000000000000003,1,9650
100,0.64,-0.35000000000000003,2,9950
100,0.64,-0.36000000000000004,0,9950
100,0.64,-0.36000000000000004,1,9930
100,0.64,-0.36000000000000004,2,9780
100,0.64,-0.37000000000000005,0,9930
100,0.64,-0.37000000000000005,1,9950
100,0.64,-0.37000000000000005,2,9860
100,0.64,-0.38000000000000006,0,9870
100,0.64,-0.38000000000000006,1,9940
100,0.64,-0.38000000000000006,2,9770
100,0.64,-0.39,0,9750
100,0.64,-0.39,1,7180
100,0.64,-0.39,2,9920
100,0.64,-0.41000000000000003,0,9830
100,0.64,-0.41000000000000003,1,9850
100,0.64,-0.41000000000000003,2,8220
100,0.64,-0.42000000000000004,0,8020
100,0.64,-0.42000000000000004,1,9940
100,0.64,-0.42000000000000004,2,9880
100,0.64,-0.43000000000000005,0,9930
100,0.64,-0.43000000000000005,1,9850
100,0.64,-0.43000000000000005,2,9870
100,0.64,-0.44000000000000006,0,9900
100,0.64,-0.44000000000000006,1,9920
100,0.64,-0.44000000000000006,2,6200
100,0.64,-0.45,0,9940
100,0.64,-0.45,1,7750
100,0.64,-0.45,2,9890
100,0.64,-0.46,0,9890
100,0.64,-0.46,1,9930
100,0.64,-0.46,2,9700
100,0.64,-0.47000000000000003,0,9930
100,0.64,-0.47000000000000003,1,9820
100,0.64,-0.47000000000000003,2,9850
100,0.64,-0.48000000000000004,0,9920
100,0.64,-0.48000000000000004,1,9950
100,0.64,-0.48000000000000004,2,9810
100,0.64,-0.49000000000000005,0,9840
100,0.64,-0.49000000000000005,1,9890
100,0.64,-0.49000000000000005,2,9910
100,0.64,-0.4,0,9920
100,0.64,-0.4,1,8090
100,0.64,-0.4,2,9750
100,0.64,-0.51,0,9950
100,0.64,-0.51,1,9850
100,0.64,-0.51,2,9830
100,0.64,-0.52,0,9930
100,0.64,-0.52,1,9890
100,0.64,-0.52,2,9900
100,0.64,-0.53,0,9870
100,0.64,-0.53,1,9690
100,0.64,-0.53,2,9830
100,0.64,-0.54,0,8220
100,0.64,-0.54,1,9940
100,0.64,-0.54,2,9940
100,0.64,-0.55,0,9680
100,0.64,-0.55,1,9860
100,0.64,-0.55,2,9930
100,0.64,-0.56,0,9930
100,0.64,-0.56,1,9930
100,0.64,-0.56,2,9750
100,0.64,-0.5700000000000001,0,9880
100,0.64,-0.5700000000000001,1,9900
100,0.64,-0.5700000000000001,2,9940
100,0.64,-0.5800000000000001,0,9770
100,0.64,-0.5800000000000001,1,9390
100,0.64,-0.5800000000000001,2,9800
100,0.64,-0.5900000000000001,0,9520
100,0.64,-0.5900000000000001,1,9910
100,0.64,-0.5900000000000001,2,9920
100,0.64,-0.5,0,9900
100,0.64,-0.5,1,9760
100,0.64,-0.5,2,9870
100,0.64,-0.6000000000000001,0,9690
100,0.64,-0.6000000000000001,1,8810
100,0.64,-0.6000000000000001,2,9840
100,0.64,-0.6100000000000001,0,9920
100,0.64,-0.6100000000000001,1,9860
100,0.64,-0.6100000000000001,2,9899
100,0.64,-0.6200000000000001,0,9890
100,0.64,-0.6200000000000001,1,9850
100,0.64,-0.6200000000000001,2,9910
100,0.64,-0.63,0,9720
100,0.64,-0.63,1,9890
100,0.64,-0.63,2,9480
100,0.64,-0.64,0,9810
100,0.64,-0.64,1,9920
100,0.64,-0.64,2,9820
100,0.64,-0.65,0,9750
100,0.64,-0.65,1,9930
100,0.64,-0.65,2,9890
100,0.64,-0.66,0,8810
100,0.64,-0.66,1,9350
100,0.64,-0.66,2,9880
100,0.64,-0.67,0,9890
100,0.64,-0.67,1,9790
100,0.64,-0.67,2,9880
100,0.64,-0.68,0,9560
100,0.64,-0.68,1,9440
100,0.64,-0.68,2,9920
100,0.64,-0.6900000000000001,0,9850
100,0.64,-0.6900000000000001,1,9750
100,0.64,-0.6900000000000001,2,9930
100,0.64,-0.7000000000000001,0,9870
100,0.64,-0.7000000000000001,1,9650
100,0.64,-0.7000000000000001,2,9650
100,0.64,-0.7100000000000001,0,9910
100,0.64,-0.7100000000000001,1,9840
100,0.64,-0.7100000000000001,2,9090
100,0.64,-0.7200000000000001,0,8900
100,0.64,-0.7200000000000001,1,9880
100,0.64,-0.7200000000000001,2,9700
100,0.64,-0.73,0,9860
100,0.64,-0.73,1,9810
100,0.64,-0.73,2,9150
100,0.64,-0.74,0,9900
100,0.64,-0.74,1,9850
100,0.64,-0.74,2,9890
100,0.64,-0.75,0,9320
100,0.64,-0.75,1,9470
100,0.64,-0.75,2,9860
100,0.64,-0.76,0,9800
100,0.64,-0.76,1,9820
100,0.64,-0.76,2,9820
100,0.64,-0.77,0,9890
100,0.64,-0.77,1,9700
100,0.64,-0.77,2,9340
100,0.64,-0.78,0,8300
100,0.64,-0.78,1,9630
100,0.64,-0.78,2,9690
100,0.64,-0.79,0,8670
100,0.64,-0.79,1,9860
100,0.64,-0.79,2,9580
100,0.64,-0.8,0,9910
100,0.64,-0.8,1,9910
100,0.64,-0.8,2,9530
100,0.64,0.010000000000000009,0,5900
100,0.64,0.010000000000000009,1,5780
100,0.64,0.010000000000000009,2,2040
100,0.64,0.020000000000000018,0,2660
100,0.64,0.020000000000000018,1,2170
100,0.64,0.020000000000000018,2,560
100,0.64,0.030000000000000027,0,1700
100,0.64,0.030000000000000027,1,1220
100,0.64,0.030000000000000027,2,50
100,0.64,0.039999999999999925,0,1240
100,0.64,0.039999999999999925,1,830
100,0.64,0.039999999999999925,2,40
100,0.64,0.04999999999999993,0,980
100,0.64,0.04999999999999993,1,540
100,0.64,0.04999999999999993,2,40
100,0.64,0.05999999999999994,0,830
100,0.64,0.05999999999999994,1,160
100,0.64,0.05999999999999994,2,30
100,0.64,0.06999999999999995,0,690
100,0.64,0.06999999999999995,1,150
100,0.64,0.06999999999999995,2,30
100,0.64,0.07999999999999996,0,90
100,0.64,0.07999999999999996,1,140
100,0.64,0.07999999999999996,2,20
100,0.64,0.08999999999999997,0,80
100,0.64,0.08999999999999997,1,130
100,0.64,0.08999999999999997,2,20
100,0.64,0.09999999999999998,0,80
100,0.64,0.09999999999999998,1,130
100,0.64,0.09999999999999998,2,20
100,0.64,0.0,0,0
100,0.64,0.0,1,0
100,0.64,0.0,2,0
100,0.64,0.10999999999999999,0,70
100,0.64,0.10999999999999999,1,120
100,0.64,0.10999999999999999,2,10
100,0.64,0.12,0,70
100,0.64,0.12,1,110
100,0.64,0.12,2,10
100,0.64,0.13,0,60
100,0.64,0.13,1,110
100,0.64,0.13,2,10
100,0.64,0.14,0,60
100,0.64,0.14,1,100
100,0.64,0.14,2,10
100,0.64,0.15000000000000002,0,60
100,0.64,0.15000000000000002,1,100
100,0.64,0.15000000000000002,2,10
100,0.64,0.15999999999999992,0,50
100,0.64,0.15999999999999992,1,100
100,0.64,0.15999999999999992,2,10
100,0.64,0.16999999999999993,0,50
100,0.64,0.16999999999999993,1,0
100,0.64,0.16999999999999993,2,10
100,0.64,0.17999999999999994,0,50
100,0.64,0.17999999999999994,1,0
100,0.64,0.17999999999999994,2,10
100,0.64,0.18999999999999995,0,50
100,0.64,0.18999999999999995,1,0
100,0.64,0.18999999999999995,2,10
100,0.64,0.2,0,50
100,0.64,0.2,1,0
100,0.64,0.2,2,10
100,0.65,-0.010000000000000009,0,0
100,0.65,-0.010000000000000009,1,0
100,0.65,-0.010000000000000009,2,0
100,0.65,-0.020000000000000018,0,40
100,0.65,-0.020000000000000018,1,70
100,0.65,-0.020000000000000018,2,0
100,0.65,-0.030000000000000027,0,2610
100,0.65,-0.030000000000000027,1,80
100,0.65,-0.030000000000000027,2,0
100,0.65,-0.040000000000000036,0,40
100,0.65,-0.040000000000000036,1,9880
100,0.65,-0.040000000000000036,2,0
100,0.65,-0.050000000000000044,0,9540
100,0.65,-0.050000000000000044,1,9400
100,0.65,-0.050000000000000044,2,4250
100,0.65,-0.06000000000000005,0,9810
100,0.65,-0.06000000000000005,1,9350
100,0.65,-0.06000000000000005,2,9370
100,0.65,-0.07000000000000006,0,9790
100,0.65,-0.07000000000000006,1,9620
100,0.65,-0.07000000000000006,2,9210
100,0.65,-0.08000000000000007,0,9400
100,0.65,-0.08000000000000007,1,8770
100,0.65,-0.08000000000000007,2,9470
100,0.65,-0.09000000000000008,0,9440
100,0.65,-0.09000000000000008,1,9310
100,0.65,-0.09000000000000008,2,6320
100,0.65,-0.09999999999999998,0,9730
100,0.65,-0.09999999999999998,1,9710
100,0.65,-0.09999999999999998,2,7780
100,0.65,-0.10999999999999999,0,9750
100,0.65,-0.10999999999999999,1,9540
100,0.65,-0.10999999999999999,2,6410
100,0.65,-0.12,0,5640
100,0.65,-0.12,1,9860
100,0.65,-0.12,2,9940
100,0.65,-0.13,0,9390
100,0.65,-0.13,1,9700
100,0.65,-0.13,2,9830
100,0.65,-0.14,0,9830
100,0.65,-0.14,1,9610
100,0.65,-0.14,2,9860
100,0.65,-0.15000000000000002,0,9850
100,0.65,-0.15000000000000002,1,9010
100,0.65,-0.15000000000000002,2,9940
100,0.65,-0.16000000000000003,0,9720
100,0.65,-0.16000000000000003,1,9000
100,0.65,-0.16000000000000003,2,9950
100,0.65,-0.17000000000000004,0,7110
100,0.65,-0.17000000000000004,1,8830
100,0.65,-0.17000000000000004,2,9930
100,0.65,-0.18000000000000005,0,9830
100,0.65,-0.18000000000000005,1,9890
100,0.65,-0.18000000000000005,2,9910
100,0.65,-0.19000000000000006,0,9540
100,0.65,-0.19000000000000006,1,9510
100,0.65,-0.19000000000000006,2,4350
100,0.65,-0.20000000000000007,0,9870
100,0.65,-0.20000000000000007,1,9870
100,0.65,-0.20000000000000007,2,9850
100,0.65,-0.21000000000000008,0,9900
100,0.65,-0.21000000000000008,1,9930
100,0.65,-0.21000000000000008,2,6370
100,0.65,-0.22000000000000008,0,9750
100,0.65,-0.22000000000000008,1,9850
100,0.65,-0.22000000000000008,2,9900
100,0.65,-0.22999999999999998,0,9920
100,0.65,-0.22999999999999998,1,9920
100,0.65,-0.22999999999999998,2,9920
100,0.65,-0.24,0,9880
100,0.65,-0.24,1,9930
100,0.65,-0.24,2,9940
100,0.65,-0.25,0,9930
100,0.65,-0.25,1,9730
100,0.65,-0.25,2,9920
100,0.65,-0.26,0,9730
100,0.65,-0.26,1,9680
100,0.65,-0.26,2,9900
100,0.65,-0.27,0,9750
100,0.65,-0.27,1,6450
100,0.65,-0.27,2,9890
100,0.65,-0.28,0,3500
100,0.65,-0.28,1,9540
100,0.65,-0.28,2,9890
100,0.65,-0.29000000000000004,0,9590
100,0.65,-0.29000000000000004,1,9920
100,0.65,-0.29000000000000004,2,9610
100,0.65,-0.30000000000000004,0,9930
100,0.65,-0.30000000000000004,1,9880
100,0.65,-0.30000000000000004,2,9950
100,0.65,-0.31000000000000005,0,9840
100,0.65,-0.31000000000000005,1,9830
100,0.65,-0.31000000000000005,2,8240
100,0.65,-0.32000000000000006,0,9730
100,0.65,-0.32000000000000006,1,9510
100,0.65,-0.32000000000000006,2,5670
100,0.65,-0.33,0,9940
100,0.65,-0.33,1,9780
100,0.65,-0.33,2,9920
100,0.65,-0.34,0,9850
100,0.65,-0.34,1,9940
100,0.65,-0.34,2,9078
100,0.65,-0.35000000000000003,0,9820
100,0.65,-0.35000000000000003,1,7510
100,0.65,-0.35000000000000003,2,6380
100,0.65,-0.36000000000000004,0,8240
100,0.65,-0.36000000000000004,1,9690
100,0.65,-0.36000000000000004,2,9890
100,0.65,-0.37000000000000005,0,9900
100,0.65,-0.37000000000000005,1,9800
100,0.65,-0.37000000000000005,2,9940
100,0.65,-0.38000000000000006,0,9940
100,0.65,-0.38000000000000006,1,9690
100,0.65,-0.38000000000000006,2,9940
100,0.65,-0.39,0,9910
100,0.65,-0.39,1,7860
100,0.65,-0.39,2,6500
100,0.65,-0.41000000000000003,0,7230
100,0.65,-0.41000000000000003,1,9410
100,0.65,-0.41000000000000003,2,9860
100,0.65,-0.42000000000000004,0,9560
100,0.65,-0.42000000000000004,1,6980
100,0.65,-0.42000000000000004,2,8590
100,0.65,-0.43000000000000005,0,9740
100,0.65,-0.43000000000000005,1,9870
100,0.65,-0.43000000000000005,2,9920
100,0.65,-0.44000000000000006,0,9920
100,0.65,-0.44000000000000006,1,9950
100,0.65,-0.44000000000000006,2,9610
100,0.65,-0.45,0,9920
100,0.65,-0.45,1,9870
100,0.65,-0.45,2,9920
100,0.65,-0.46,0,7320
100,0.65,-0.46,1,8440
100,0.65,-0.46,2,7590
100,0.65,-0.47000000000000003,0,9940
100,0.65,-0.47000000000000003,1,9780
100,0.65,-0.47000000000000003,2,9840
100,0.65,-0.48000000000000004,0,9920
100,0.65,-0.48000000000000004,1,6470
100,0.65,-0.48000000000000004,2,9700
100,0.65,-0.49000000000000005,0,7350
100,0.65,-0.49000000000000005,1,9890
100,0.65,-0.49000000000000005,2,9910
100,0.65,-0.4,0,9920
100,0.65,-0.4,1,6970
100,0.65,-0.4,2,9790
100,0.65,-0.51,0,9920
100,0.65,-0.51,1,9700
100,0.65,-0.51,2,9880
100,0.65,-0.52,0,9920
100,0.65,-0.52,1,9930
100,0.65,-0.52,2,7690
