N,J,K,seed,transient_time,converged,window_size,threshold
200,0.04,0.2,1,5200.0,True,50,0.01
200,0.04,0.2,2,5200.0,True,50,0.01
200,0.08,-0.040000000000000036,0,7400.0,True,50,0.01
200,0.08,-0.040000000000000036,1,6600.0,True,50,0.01
200,0.08,-0.040000000000000036,2,5100.0,True,50,0.01
200,0.08,-0.08000000000000007,0,5200.0,True,50,0.01
200,0.08,-0.08000000000000007,1,5300.0,True,50,0.01
200,0.08,-0.08000000000000007,2,5000.0,True,50,0.01
200,0.08,-0.12,0,5000.0,True,50,0.01
200,0.08,-0.12,1,5100.0,True,50,0.01
200,0.08,-0.12,2,5000.0,True,50,0.01
200,0.08,-0.16000000000000003,0,5000.0,True,50,0.01
200,0.08,-0.16000000000000003,1,5000.0,True,50,0.01
200,0.08,-0.16000000000000003,2,5000.0,True,50,0.01
200,0.08,-0.20000000000000007,0,5000.0,True,50,0.01
200,0.08,-0.20000000000000007,1,5000.0,True,50,0.01
200,0.08,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.08,-0.24,0,5000.0,True,50,0.01
200,0.08,-0.24,1,5000.0,True,50,0.01
200,0.08,-0.24,2,5000.0,True,50,0.01
200,0.08,-0.28,0,5000.0,True,50,0.01
200,0.08,-0.28,1,5000.0,True,50,0.01
200,0.08,-0.28,2,5000.0,True,50,0.01
200,0.08,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.08,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.08,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.08,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.08,-0.36000000000000004,1,5000.0,True,50,0.01
200,0.08,-0.36000000000000004,2,5000.0,True,50,0.01
200,0.08,-0.44000000000000006,0,5000.0,True,50,0.01
200,0.08,-0.44000000000000006,1,5000.0,True,50,0.01
200,0.08,-0.44000000000000006,2,5000.0,True,50,0.01
200,0.08,-0.48000000000000004,0,5000.0,True,50,0.01
200,0.08,-0.48000000000000004,1,5000.0,True,50,0.01
200,0.08,-0.48000000000000004,2,5000.0,True,50,0.01
200,0.08,-0.4,0,5000.0,True,50,0.01
200,0.08,-0.4,1,5000.0,True,50,0.01
200,0.08,-0.4,2,5000.0,True,50,0.01
200,0.08,-0.52,0,5000.0,True,50,0.01
200,0.08,-0.52,1,5000.0,True,50,0.01
200,0.08,-0.52,2,5000.0,True,50,0.01
200,0.08,-0.56,0,5000.0,True,50,0.01
200,0.08,-0.56,1,5000.0,True,50,0.01
200,0.08,-0.56,2,5000.0,True,50,0.01
200,0.08,-0.6000000000000001,0,5000.0,True,50,0.01
200,0.08,-0.6000000000000001,1,5000.0,True,50,0.01
200,0.08,-0.6000000000000001,2,5000.0,True,50,0.01
200,0.08,-0.64,0,5000.0,True,50,0.01
200,0.08,-0.64,1,5000.0,True,50,0.01
200,0.08,-0.64,2,5000.0,True,50,0.01
200,0.08,-0.68,0,5000.0,True,50,0.01
200,0.08,-0.68,1,5000.0,True,50,0.01
200,0.08,-0.68,2,5000.0,True,50,0.01
200,0.08,-0.7200000000000001,0,5000.0,True,50,0.01
200,0.08,-0.7200000000000001,1,5000.0,True,50,0.01
200,0.08,-0.7200000000000001,2,5000.0,True,50,0.01
200,0.08,-0.76,0,5000.0,True,50,0.01
200,0.08,-0.76,1,5000.0,True,50,0.01
200,0.08,-0.76,2,5000.0,True,50,0.01
200,0.08,-0.8,0,5000.0,True,50,0.01
200,0.08,-0.8,1,5000.0,True,50,0.01
200,0.08,-0.8,2,5000.0,True,50,0.01
200,0.08,0.039999999999999925,0,6800.0,True,50,0.01
200,0.08,0.039999999999999925,1,6400.0,True,50,0.01
200,0.08,0.039999999999999925,2,6400.0,True,50,0.01
200,0.08,0.07999999999999996,0,5800.0,True,50,0.01
200,0.08,0.07999999999999996,1,5600.0,True,50,0.01
200,0.08,0.07999999999999996,2,5600.0,True,50,0.01
200,0.08,0.0,0,,False,50,0.01
200,0.08,0.0,1,8600.0,True,50,0.01
200,0.08,0.0,2,9500.0,True,50,0.01
200,0.08,0.12,0,5500.0,True,50,0.01
200,0.08,0.12,1,5400.0,True,50,0.01
200,0.08,0.12,2,5400.0,True,50,0.01
200,0.08,0.15999999999999992,0,5400.0,True,50,0.01
200,0.08,0.15999999999999992,1,5200.0,True,50,0.01
200,0.08,0.15999999999999992,2,5300.0,True,50,0.01
200,0.08,0.2,0,5300.0,True,50,0.01
200,0.08,0.2,1,5200.0,True,50,0.01
200,0.08,0.2,2,5200.0,True,50,0.01
200,0.0,-0.040000000000000036,0,5100.0,True,50,0.01
200,0.0,-0.040000000000000036,1,5600.0,True,50,0.01
200,0.0,-0.040000000000000036,2,5200.0,True,50,0.01
200,0.0,-0.08000000000000007,0,5000.0,True,50,0.01
200,0.0,-0.08000000000000007,1,5100.0,True,50,0.01
200,0.0,-0.08000000000000007,2,5000.0,True,50,0.01
200,0.0,-0.12,0,5000.0,True,50,0.01
200,0.0,-0.12,1,5000.0,True,50,0.01
200,0.0,-0.12,2,5000.0,True,50,0.01
200,0.0,-0.16000000000000003,0,5000.0,True,50,0.01
200,0.0,-0.16000000000000003,1,5000.0,True,50,0.01
200,0.0,-0.16000000000000003,2,5000.0,True,50,0.01
200,0.0,-0.20000000000000007,0,5000.0,True,50,0.01
200,0.0,-0.20000000000000007,1,5000.0,True,50,0.01
200,0.0,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.0,-0.24,0,5000.0,True,50,0.01
200,0.0,-0.24,1,5000.0,True,50,0.01
200,0.0,-0.24,2,5000.0,True,50,0.01
200,0.0,-0.28,0,5000.0,True,50,0.01
200,0.0,-0.28,1,5000.0,True,50,0.01
200,0.0,-0.28,2,5000.0,True,50,0.01
200,0.0,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.0,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.0,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.0,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.0,-0.36000000000000004,1,5000.0,True,50,0.01
200,0.0,-0.36000000000000004,2,5000.0,True,50,0.01
200,0.0,-0.44000000000000006,0,5000.0,True,50,0.01
200,0.0,-0.44000000000000006,1,5000.0,True,50,0.01
200,0.0,-0.44000000000000006,2,5000.0,True,50,0.01
200,0.0,-0.48000000000000004,0,5000.0,True,50,0.01
200,0.0,-0.48000000000000004,1,5000.0,True,50,0.01
200,0.0,-0.48000000000000004,2,5000.0,True,50,0.01
200,0.0,-0.4,0,5000.0,True,50,0.01
200,0.0,-0.4,1,5000.0,True,50,0.01
200,0.0,-0.4,2,5000.0,True,50,0.01
200,0.0,-0.52,0,5000.0,True,50,0.01
200,0.0,-0.52,1,5000.0,True,50,0.01
200,0.0,-0.52,2,5000.0,True,50,0.01
200,0.0,-0.56,0,5000.0,True,50,0.01
200,0.0,-0.56,1,5000.0,True,50,0.01
200,0.0,-0.56,2,5000.0,True,50,0.01
200,0.0,-0.6000000000000001,0,5000.0,True,50,0.01
200,0.0,-0.6000000000000001,1,5000.0,True,50,0.01
200,0.0,-0.6000000000000001,2,5000.0,True,50,0.01
200,0.0,-0.64,0,5000.0,True,50,0.01
200,0.0,-0.64,1,5000.0,True,50,0.01
200,0.0,-0.64,2,5000.0,True,50,0.01
200,0.0,-0.68,0,5000.0,True,50,0.01
200,0.0,-0.68,1,5000.0,True,50,0.01
200,0.0,-0.68,2,5000.0,True,50,0.01
200,0.0,-0.7200000000000001,0,5000.0,True,50,0.01
200,0.0,-0.7200000000000001,1,5000.0,True,50,0.01
200,0.0,-0.7200000000000001,2,5000.0,True,50,0.01
200,0.0,-0.76,0,5000.0,True,50,0.01
200,0.0,-0.76,1,5000.0,True,50,0.01
200,0.0,-0.76,2,5000.0,True,50,0.01
200,0.0,-0.8,0,5000.0,True,50,0.01
200,0.0,-0.8,1,5000.0,True,50,0.01
200,0.0,-0.8,2,5000.0,True,50,0.01
200,0.0,0.039999999999999925,0,6500.0,True,50,0.01
200,0.0,0.039999999999999925,1,6200.0,True,50,0.01
200,0.0,0.039999999999999925,2,6200.0,True,50,0.01
200,0.0,0.07999999999999996,0,5700.0,True,50,0.01
200,0.0,0.07999999999999996,1,5500.0,True,50,0.01
200,0.0,0.07999999999999996,2,5600.0,True,50,0.01
200,0.0,0.0,0,5000.0,True,50,0.01
200,0.0,0.0,1,5000.0,True,50,0.01
200,0.0,0.0,2,5000.0,True,50,0.01
200,0.0,0.12,0,5400.0,True,50,0.01
200,0.0,0.12,1,5300.0,True,50,0.01
200,0.0,0.12,2,5400.0,True,50,0.01
200,0.0,0.15999999999999992,0,5300.0,True,50,0.01
200,0.0,0.15999999999999992,1,5200.0,True,50,0.01
200,0.0,0.15999999999999992,2,5200.0,True,50,0.01
200,0.0,0.2,0,5200.0,True,50,0.01
200,0.0,0.2,1,5200.0,True,50,0.01
200,0.0,0.2,2,5200.0,True,50,0.01
200,0.12,-0.040000000000000036,0,9800.0,True,50,0.01
200,0.12,-0.040000000000000036,1,9300.0,True,50,0.01
200,0.12,-0.040000000000000036,2,,False,50,0.01
200,0.12,-0.08000000000000007,0,6100.0,True,50,0.01
200,0.12,-0.08000000000000007,1,6100.0,True,50,0.01
200,0.12,-0.08000000000000007,2,5000.0,True,50,0.01
200,0.12,-0.12,0,5100.0,True,50,0.01
200,0.12,-0.12,1,5200.0,True,50,0.01
200,0.12,-0.12,2,5000.0,True,50,0.01
200,0.12,-0.16000000000000003,0,5000.0,True,50,0.01
200,0.12,-0.16000000000000003,1,5000.0,True,50,0.01
200,0.12,-0.16000000000000003,2,5000.0,True,50,0.01
200,0.12,-0.20000000000000007,0,5000.0,True,50,0.01
200,0.12,-0.20000000000000007,1,5000.0,True,50,0.01
200,0.12,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.12,-0.24,0,5000.0,True,50,0.01
200,0.12,-0.24,1,5000.0,True,50,0.01
200,0.12,-0.24,2,5000.0,True,50,0.01
200,0.12,-0.28,0,5000.0,True,50,0.01
200,0.12,-0.28,1,5000.0,True,50,0.01
200,0.12,-0.28,2,5000.0,True,50,0.01
200,0.12,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.12,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.12,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.12,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.12,-0.36000000000000004,1,5000.0,True,50,0.01
200,0.12,-0.36000000000000004,2,5000.0,True,50,0.01
200,0.12,-0.44000000000000006,0,5000.0,True,50,0.01
200,0.12,-0.44000000000000006,1,5000.0,True,50,0.01
200,0.12,-0.44000000000000006,2,5000.0,True,50,0.01
200,0.12,-0.48000000000000004,0,5000.0,True,50,0.01
200,0.12,-0.48000000000000004,1,5000.0,True,50,0.01
200,0.12,-0.48000000000000004,2,5000.0,True,50,0.01
200,0.12,-0.4,0,5000.0,True,50,0.01
200,0.12,-0.4,1,5000.0,True,50,0.01
200,0.12,-0.4,2,5000.0,True,50,0.01
200,0.12,-0.52,0,5000.0,True,50,0.01
200,0.12,-0.52,1,5000.0,True,50,0.01
200,0.12,-0.52,2,5000.0,True,50,0.01
200,0.12,-0.56,0,5000.0,True,50,0.01
200,0.12,-0.56,1,5000.0,True,50,0.01
200,0.12,-0.56,2,5000.0,True,50,0.01
200,0.12,-0.6000000000000001,0,5000.0,True,50,0.01
200,0.12,-0.6000000000000001,1,5000.0,True,50,0.01
200,0.12,-0.6000000000000001,2,5000.0,True,50,0.01
200,0.12,-0.64,0,5000.0,True,50,0.01
200,0.12,-0.64,1,5000.0,True,50,0.01
200,0.12,-0.64,2,5000.0,True,50,0.01
200,0.12,-0.68,0,5000.0,True,50,0.01
200,0.12,-0.68,1,5000.0,True,50,0.01
200,0.12,-0.68,2,5000.0,True,50,0.01
200,0.12,-0.7200000000000001,0,5000.0,True,50,0.01
200,0.12,-0.7200000000000001,1,5000.0,True,50,0.01
200,0.12,-0.7200000000000001,2,5000.0,True,50,0.01
200,0.12,-0.76,0,5000.0,True,50,0.01
200,0.12,-0.76,1,5000.0,True,50,0.01
200,0.12,-0.76,2,5000.0,True,50,0.01
200,0.12,-0.8,0,5000.0,True,50,0.01
200,0.12,-0.8,1,5000.0,True,50,0.01
200,0.12,-0.8,2,5000.0,True,50,0.01
200,0.12,0.039999999999999925,0,7000.0,True,50,0.01
200,0.12,0.039999999999999925,1,6500.0,True,50,0.01
200,0.12,0.039999999999999925,2,6400.0,True,50,0.01
200,0.12,0.07999999999999996,0,5800.0,True,50,0.01
200,0.12,0.07999999999999996,1,5600.0,True,50,0.01
200,0.12,0.07999999999999996,2,5600.0,True,50,0.01
200,0.12,0.0,0,7800.0,True,50,0.01
200,0.12,0.0,1,7200.0,True,50,0.01
200,0.12,0.0,2,7800.0,True,50,0.01
200,0.12,0.12,0,5500.0,True,50,0.01
200,0.12,0.12,1,5400.0,True,50,0.01
200,0.12,0.12,2,5400.0,True,50,0.01
200,0.12,0.15999999999999992,0,5400.0,True,50,0.01
200,0.12,0.15999999999999992,1,5300.0,True,50,0.01
200,0.12,0.15999999999999992,2,5300.0,True,50,0.01
200,0.12,0.2,0,5300.0,True,50,0.01
200,0.12,0.2,1,5200.0,True,50,0.01
200,0.12,0.2,2,5200.0,True,50,0.01
200,0.16,-0.040000000000000036,0,7500.0,True,50,0.01
200,0.16,-0.040000000000000036,1,6800.0,True,50,0.01
200,0.16,-0.040000000000000036,2,7700.0,True,50,0.01
200,0.16,-0.08000000000000007,0,,False,50,0.01
200,0.16,-0.08000000000000007,1,,False,50,0.01
200,0.16,-0.08000000000000007,2,5000.0,True,50,0.01
200,0.16,-0.12,0,5600.0,True,50,0.01
200,0.16,-0.12,1,5700.0,True,50,0.01
200,0.16,-0.12,2,5000.0,True,50,0.01
200,0.16,-0.16000000000000003,0,5100.0,True,50,0.01
200,0.16,-0.16000000000000003,1,5100.0,True,50,0.01
200,0.16,-0.16000000000000003,2,5000.0,True,50,0.01
200,0.16,-0.20000000000000007,0,5000.0,True,50,0.01
200,0.16,-0.20000000000000007,1,5000.0,True,50,0.01
200,0.16,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.16,-0.24,0,5000.0,True,50,0.01
200,0.16,-0.24,1,5000.0,True,50,0.01
200,0.16,-0.24,2,5000.0,True,50,0.01
200,0.16,-0.28,0,5000.0,True,50,0.01
200,0.16,-0.28,1,5000.0,True,50,0.01
200,0.16,-0.28,2,5000.0,True,50,0.01
200,0.16,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.16,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.16,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.16,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.16,-0.36000000000000004,1,5000.0,True,50,0.01
200,0.16,-0.36000000000000004,2,5000.0,True,50,0.01
200,0.16,-0.44000000000000006,0,5000.0,True,50,0.01
200,0.16,-0.44000000000000006,1,5000.0,True,50,0.01
200,0.16,-0.44000000000000006,2,5000.0,True,50,0.01
200,0.16,-0.48000000000000004,0,5000.0,True,50,0.01
200,0.16,-0.48000000000000004,1,5000.0,True,50,0.01
200,0.16,-0.48000000000000004,2,5000.0,True,50,0.01
200,0.16,-0.4,0,5000.0,True,50,0.01
200,0.16,-0.4,1,5000.0,True,50,0.01
200,0.16,-0.4,2,5000.0,True,50,0.01
200,0.16,-0.52,0,5000.0,True,50,0.01
200,0.16,-0.52,1,5000.0,True,50,0.01
200,0.16,-0.52,2,5000.0,True,50,0.01
200,0.16,-0.56,0,5000.0,True,50,0.01
200,0.16,-0.56,1,5000.0,True,50,0.01
200,0.16,-0.56,2,5000.0,True,50,0.01
200,0.16,-0.6000000000000001,0,5000.0,True,50,0.01
200,0.16,-0.6000000000000001,1,5000.0,True,50,0.01
200,0.16,-0.6000000000000001,2,5000.0,True,50,0.01
200,0.16,-0.64,0,5000.0,True,50,0.01
200,0.16,-0.64,1,5000.0,True,50,0.01
200,0.16,-0.64,2,5000.0,True,50,0.01
200,0.16,-0.68,0,5000.0,True,50,0.01
200,0.16,-0.68,1,5000.0,True,50,0.01
200,0.16,-0.68,2,5000.0,True,50,0.01
200,0.16,-0.7200000000000001,0,5000.0,True,50,0.01
200,0.16,-0.7200000000000001,1,5000.0,True,50,0.01
200,0.16,-0.7200000000000001,2,5000.0,True,50,0.01
200,0.16,-0.76,0,5000.0,True,50,0.01
200,0.16,-0.76,1,5000.0,True,50,0.01
200,0.16,-0.76,2,5000.0,True,50,0.01
200,0.16,-0.8,0,5000.0,True,50,0.01
200,0.16,-0.8,1,5000.0,True,50,0.01
200,0.16,-0.8,2,5000.0,True,50,0.01
200,0.16,0.039999999999999925,0,7200.0,True,50,0.01
200,0.16,0.039999999999999925,1,6500.0,True,50,0.01
200,0.16,0.039999999999999925,2,6500.0,True,50,0.01
200,0.16,0.07999999999999996,0,5900.0,True,50,0.01
200,0.16,0.07999999999999996,1,5600.0,True,50,0.01
200,0.16,0.07999999999999996,2,5600.0,True,50,0.01
200,0.16,0.0,0,7000.0,True,50,0.01
200,0.16,0.0,1,6600.0,True,50,0.01
200,0.16,0.0,2,7100.0,True,50,0.01
200,0.16,0.12,0,5500.0,True,50,0.01
200,0.16,0.12,1,5400.0,True,50,0.01
200,0.16,0.12,2,5400.0,True,50,0.01
200,0.16,0.15999999999999992,0,5400.0,True,50,0.01
200,0.16,0.15999999999999992,1,5300.0,True,50,0.01
200,0.16,0.15999999999999992,2,5300.0,True,50,0.01
200,0.16,0.2,0,5300.0,True,50,0.01
200,0.16,0.2,1,5200.0,True,50,0.01
200,0.16,0.2,2,5200.0,True,50,0.01
200,0.24,-0.040000000000000036,0,6000.0,True,50,0.01
200,0.24,-0.040000000000000036,1,5800.0,True,50,0.01
200,0.24,-0.040000000000000036,2,6200.0,True,50,0.01
200,0.24,-0.08000000000000007,0,6400.0,True,50,0.01
200,0.24,-0.08000000000000007,1,6100.0,True,50,0.01
200,0.24,-0.08000000000000007,2,6800.0,True,50,0.01
200,0.24,-0.12,0,,False,50,0.01
200,0.24,-0.12,1,,False,50,0.01
200,0.24,-0.12,2,7800.0,True,50,0.01
200,0.24,-0.16000000000000003,0,5800.0,True,50,0.01
200,0.24,-0.16000000000000003,1,,False,50,0.01
200,0.24,-0.16000000000000003,2,5000.0,True,50,0.01
200,0.24,-0.20000000000000007,0,5400.0,True,50,0.01
200,0.24,-0.20000000000000007,1,5200.0,True,50,0.01
200,0.24,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.24,-0.24,0,5100.0,True,50,0.01
200,0.24,-0.24,1,5100.0,True,50,0.01
200,0.24,-0.24,2,5000.0,True,50,0.01
200,0.24,-0.28,0,5000.0,True,50,0.01
200,0.24,-0.28,1,5000.0,True,50,0.01
200,0.24,-0.28,2,5000.0,True,50,0.01
200,0.24,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.24,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.24,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.24,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.24,-0.36000000000000004,1,5000.0,True,50,0.01
200,0.24,-0.36000000000000004,2,5000.0,True,50,0.01
200,0.24,-0.44000000000000006,0,5000.0,True,50,0.01
200,0.24,-0.44000000000000006,1,5000.0,True,50,0.01
200,0.24,-0.44000000000000006,2,5000.0,True,50,0.01
200,0.24,-0.48000000000000004,0,5000.0,True,50,0.01
200,0.24,-0.48000000000000004,1,5000.0,True,50,0.01
200,0.24,-0.48000000000000004,2,5000.0,True,50,0.01
200,0.24,-0.4,0,5000.0,True,50,0.01
200,0.24,-0.4,1,5000.0,True,50,0.01
200,0.24,-0.4,2,5000.0,True,50,0.01
200,0.24,-0.52,0,5000.0,True,50,0.01
200,0.24,-0.52,1,5000.0,True,50,0.01
200,0.24,-0.52,2,5000.0,True,50,0.01
200,0.24,-0.56,0,5000.0,True,50,0.01
200,0.24,-0.56,1,5000.0,True,50,0.01
200,0.24,-0.56,2,5000.0,True,50,0.01
200,0.24,-0.6000000000000001,0,5000.0,True,50,0.01
200,0.24,-0.6000000000000001,1,5000.0,True,50,0.01
200,0.24,-0.6000000000000001,2,5000.0,True,50,0.01
200,0.24,-0.64,0,5000.0,True,50,0.01
200,0.24,-0.64,1,5000.0,True,50,0.01
200,0.24,-0.64,2,5000.0,True,50,0.01
200,0.24,-0.68,0,5000.0,True,50,0.01
200,0.24,-0.68,1,5000.0,True,50,0.01
200,0.24,-0.68,2,5000.0,True,50,0.01
200,0.24,-0.7200000000000001,0,5000.0,True,50,0.01
200,0.24,-0.7200000000000001,1,5000.0,True,50,0.01
200,0.24,-0.7200000000000001,2,5000.0,True,50,0.01
200,0.24,-0.76,0,5000.0,True,50,0.01
200,0.24,-0.76,1,5000.0,True,50,0.01
200,0.24,-0.76,2,5000.0,True,50,0.01
200,0.24,-0.8,0,5000.0,True,50,0.01
200,0.24,-0.8,1,5000.0,True,50,0.01
200,0.24,-0.8,2,5000.0,True,50,0.01
200,0.24,0.039999999999999925,0,7900.0,True,50,0.01
200,0.24,0.039999999999999925,1,6600.0,True,50,0.01
200,0.24,0.039999999999999925,2,6700.0,True,50,0.01
200,0.24,0.07999999999999996,0,6100.0,True,50,0.01
200,0.24,0.07999999999999996,1,5700.0,True,50,0.01
200,0.24,0.07999999999999996,2,5700.0,True,50,0.01
200,0.24,0.0,0,6200.0,True,50,0.01
200,0.24,0.0,1,5800.0,True,50,0.01
200,0.24,0.0,2,6400.0,True,50,0.01
200,0.24,0.12,0,5600.0,True,50,0.01
200,0.24,0.12,1,5400.0,True,50,0.01
200,0.24,0.12,2,5400.0,True,50,0.01
200,0.24,0.15999999999999992,0,5400.0,True,50,0.01
200,0.24,0.15999999999999992,1,5300.0,True,50,0.01
200,0.24,0.15999999999999992,2,5300.0,True,50,0.01
200,0.24,0.2,0,5300.0,True,50,0.01
200,0.24,0.2,1,5200.0,True,50,0.01
200,0.24,0.2,2,5200.0,True,50,0.01
200,0.28,-0.040000000000000036,0,5800.0,True,50,0.01
200,0.28,-0.040000000000000036,1,5700.0,True,50,0.01
200,0.28,-0.040000000000000036,2,6200.0,True,50,0.01
200,0.28,-0.08000000000000007,0,6000.0,True,50,0.01
200,0.28,-0.08000000000000007,1,5800.0,True,50,0.01
200,0.28,-0.08000000000000007,2,6300.0,True,50,0.01
200,0.28,-0.12,0,6300.0,True,50,0.01
200,0.28,-0.12,1,6100.0,True,50,0.01
200,0.28,-0.12,2,6900.0,True,50,0.01
200,0.28,-0.16000000000000003,0,,False,50,0.01
200,0.28,-0.16000000000000003,1,6700.0,True,50,0.01
200,0.28,-0.16000000000000003,2,,False,50,0.01
200,0.28,-0.20000000000000007,0,,False,50,0.01
200,0.28,-0.20000000000000007,1,7700.0,True,50,0.01
200,0.28,-0.20000000000000007,2,5000.0,True,50,0.01
200,0.28,-0.24,0,6300.0,True,50,0.01
200,0.28,-0.24,1,5200.0,True,50,0.01
200,0.28,-0.24,2,5400.0,True,50,0.01
200,0.28,-0.28,0,5800.0,True,50,0.01
200,0.28,-0.28,1,5100.0,True,50,0.01
200,0.28,-0.28,2,5000.0,True,50,0.01
200,0.28,-0.32000000000000006,0,5000.0,True,50,0.01
200,0.28,-0.32000000000000006,1,5000.0,True,50,0.01
200,0.28,-0.32000000000000006,2,5000.0,True,50,0.01
200,0.28,-0.36000000000000004,0,5000.0,True,50,0.01
200,0.28,-0.36000000000000004,1,5000.0,True,50,0.01
