N,J,K,seed,transient_time,converged,window_size,threshold
100,0.02,-0.020000000000000018,2,50,True,50,0.01
100,0.02,-0.030000000000000027,0,50,True,50,0.01
100,0.02,-0.030000000000000027,1,50,True,50,0.01
100,0.02,-0.030000000000000027,2,50,True,50,0.01
100,0.02,-0.040000000000000036,0,50,True,50,0.01
100,0.02,-0.040000000000000036,1,50,True,50,0.01
100,0.02,-0.040000000000000036,2,97,True,50,0.01
100,0.02,-0.050000000000000044,0,50,True,50,0.01
100,0.02,-0.050000000000000044,1,50,True,50,0.01
100,0.02,-0.050000000000000044,2,116,True,50,0.01
100,0.02,-0.06000000000000005,0,50,True,50,0.01
100,0.02,-0.06000000000000005,1,50,True,50,0.01
100,0.02,-0.06000000000000005,2,122,True,50,0.01
100,0.02,-0.07000000000000006,0,50,True,50,0.01
100,0.02,-0.07000000000000006,1,50,True,50,0.01
100,0.02,-0.07000000000000006,2,124,True,50,0.01
100,0.02,-0.08000000000000007,0,50,True,50,0.01
100,0.02,-0.08000000000000007,1,50,True,50,0.01
100,0.02,-0.08000000000000007,2,122,True,50,0.01
100,0.02,-0.09000000000000008,0,50,True,50,0.01
100,0.02,-0.09000000000000008,1,50,True,50,0.01
100,0.02,-0.09000000000000008,2,120,True,50,0.01
100,0.02,-0.09999999999999998,0,50,True,50,0.01
100,0.02,-0.09999999999999998,1,50,True,50,0.01
100,0.02,-0.09999999999999998,2,117,True,50,0.01
100,0.02,-0.10999999999999999,0,50,True,50,0.01
100,0.02,-0.10999999999999999,1,50,True,50,0.01
100,0.02,-0.10999999999999999,2,114,True,50,0.01
100,0.02,-0.12,0,50,True,50,0.01
100,0.02,-0.12,1,50,True,50,0.01
100,0.02,-0.12,2,111,True,50,0.01
100,0.02,-0.13,0,56,True,50,0.01
100,0.02,-0.13,1,50,True,50,0.01
100,0.02,-0.13,2,108,True,50,0.01
100,0.02,-0.14,0,60,True,50,0.01
100,0.02,-0.14,1,50,True,50,0.01
100,0.02,-0.14,2,105,True,50,0.01
100,0.02,-0.15000000000000002,0,63,True,50,0.01
100,0.02,-0.15000000000000002,1,50,True,50,0.01
100,0.02,-0.15000000000000002,2,102,True,50,0.01
100,0.02,-0.16000000000000003,0,67,True,50,0.01
100,0.02,-0.16000000000000003,1,50,True,50,0.01
100,0.02,-0.16000000000000003,2,102,True,50,0.01
100,0.02,-0.17000000000000004,0,70,True,50,0.01
100,0.02,-0.17000000000000004,1,50,True,50,0.01
100,0.02,-0.17000000000000004,2,106,True,50,0.01
100,0.02,-0.18000000000000005,0,73,True,50,0.01
100,0.02,-0.18000000000000005,1,50,True,50,0.01
100,0.02,-0.18000000000000005,2,110,True,50,0.01
100,0.02,-0.19000000000000006,0,75,True,50,0.01
100,0.02,-0.19000000000000006,1,50,True,50,0.01
100,0.02,-0.19000000000000006,2,112,True,50,0.01
100,0.02,-0.20000000000000007,0,78,True,50,0.01
100,0.02,-0.20000000000000007,1,50,True,50,0.01
100,0.02,-0.20000000000000007,2,114,True,50,0.01
100,0.02,-0.21000000000000008,0,80,True,50,0.01
100,0.02,-0.21000000000000008,1,50,True,50,0.01
100,0.02,-0.21000000000000008,2,115,True,50,0.01
100,0.02,-0.22000000000000008,0,81,True,50,0.01
100,0.02,-0.22000000000000008,1,50,True,50,0.01
100,0.02,-0.22000000000000008,2,116,True,50,0.01
100,0.02,-0.22999999999999998,0,83,True,50,0.01
100,0.02,-0.22999999999999998,1,50,True,50,0.01
100,0.02,-0.22999999999999998,2,117,True,50,0.01
100,0.02,-0.24,0,84,True,50,0.01
100,0.02,-0.24,1,50,True,50,0.01
100,0.02,-0.24,2,118,True,50,0.01
100,0.02,-0.25,0,86,True,50,0.01
100,0.02,-0.25,1,50,True,50,0.01
100,0.02,-0.25,2,118,True,50,0.01
100,0.02,-0.26,0,87,True,50,0.01
100,0.02,-0.26,1,50,True,50,0.01
100,0.02,-0.26,2,118,True,50,0.01
100,0.02,-0.27,0,88,True,50,0.01
100,0.02,-0.27,1,50,True,50,0.01
100,0.02,-0.27,2,118,True,50,0.01
100,0.02,-0.28,0,89,True,50,0.01
100,0.02,-0.28,1,50,True,50,0.01
100,0.02,-0.28,2,118,True,50,0.01
100,0.02,-0.29000000000000004,0,89,True,50,0.01
100,0.02,-0.29000000000000004,1,50,True,50,0.01
100,0.02,-0.29000000000000004,2,118,True,50,0.01
100,0.02,-0.30000000000000004,0,90,True,50,0.01
100,0.02,-0.30000000000000004,1,50,True,50,0.01
100,0.02,-0.30000000000000004,2,117,True,50,0.01
100,0.02,-0.31000000000000005,0,91,True,50,0.01
100,0.02,-0.31000000000000005,1,50,True,50,0.01
100,0.02,-0.31000000000000005,2,117,True,50,0.01
100,0.02,-0.32000000000000006,0,91,True,50,0.01
100,0.02,-0.32000000000000006,1,50,True,50,0.01
100,0.02,-0.32000000000000006,2,117,True,50,0.01
100,0.02,-0.33,0,92,True,50,0.01
100,0.02,-0.33,1,50,True,50,0.01
100,0.02,-0.33,2,116,True,50,0.01
100,0.02,-0.34,0,92,True,50,0.01
100,0.02,-0.34,1,50,True,50,0.01
100,0.02,-0.34,2,116,True,50,0.01
100,0.02,-0.35000000000000003,0,92,True,50,0.01
100,0.02,-0.35000000000000003,1,50,True,50,0.01
100,0.02,-0.35000000000000003,2,115,True,50,0.01
100,0.02,-0.36000000000000004,0,92,True,50,0.01
100,0.02,-0.36000000000000004,1,50,True,50,0.01
100,0.02,-0.36000000000000004,2,115,True,50,0.01
100,0.02,-0.37000000000000005,0,93,True,50,0.01
100,0.02,-0.37000000000000005,1,50,True,50,0.01
100,0.02,-0.37000000000000005,2,114,True,50,0.01
100,0.02,-0.38000000000000006,0,93,True,50,0.01
100,0.02,-0.38000000000000006,1,50,True,50,0.01
100,0.02,-0.38000000000000006,2,113,True,50,0.01
100,0.02,-0.39,0,93,True,50,0.01
100,0.02,-0.39,1,50,True,50,0.01
100,0.02,-0.39,2,113,True,50,0.01
100,0.02,-0.41000000000000003,0,93,True,50,0.01
100,0.02,-0.41000000000000003,1,50,True,50,0.01
100,0.02,-0.41000000000000003,2,111,True,50,0.01
100,0.02,-0.42000000000000004,0,93,True,50,0.01
100,0.02,-0.42000000000000004,1,50,True,50,0.01
100,0.02,-0.42000000000000004,2,111,True,50,0.01
100,0.02,-0.43000000000000005,0,93,True,50,0.01
100,0.02,-0.43000000000000005,1,50,True,50,0.01
100,0.02,-0.43000000000000005,2,110,True,50,0.01
100,0.02,-0.44000000000000006,0,93,True,50,0.01
100,0.02,-0.44000000000000006,1,50,True,50,0.01
100,0.02,-0.44000000000000006,2,110,True,50,0.01
100,0.02,-0.45,0,93,True,50,0.01
100,0.02,-0.45,1,50,True,50,0.01
100,0.02,-0.45,2,109,True,50,0.01
100,0.02,-0.46,0,93,True,50,0.01
100,0.02,-0.46,1,50,True,50,0.01
100,0.02,-0.46,2,108,True,50,0.01
100,0.02,-0.47000000000000003,0,92,True,50,0.01
100,0.02,-0.47000000000000003,1,50,True,50,0.01
100,0.02,-0.47000000000000003,2,108,True,50,0.01
100,0.02,-0.48000000000000004,0,92,True,50,0.01
100,0.02,-0.48000000000000004,1,50,True,50,0.01
100,0.02,-0.48000000000000004,2,107,True,50,0.01
100,0.02,-0.49000000000000005,0,92,True,50,0.01
100,0.02,-0.49000000000000005,1,50,True,50,0.01
100,0.02,-0.49000000000000005,2,106,True,50,0.01
100,0.02,-0.4,0,93,True,50,0.01
100,0.02,-0.4,1,50,True,50,0.01
100,0.02,-0.4,2,112,True,50,0.01
100,0.02,-0.51,0,92,True,50,0.01
100,0.02,-0.51,1,50,True,50,0.01
100,0.02,-0.51,2,105,True,50,0.01
100,0.02,-0.52,0,91,True,50,0.01
100,0.02,-0.52,1,50,True,50,0.01
100,0.02,-0.52,2,105,True,50,0.01
100,0.02,-0.53,0,91,True,50,0.01
100,0.02,-0.53,1,50,True,50,0.01
100,0.02,-0.53,2,104,True,50,0.01
100,0.02,-0.54,0,91,True,50,0.01
100,0.02,-0.54,1,50,True,50,0.01
100,0.02,-0.54,2,103,True,50,0.01
100,0.02,-0.55,0,91,True,50,0.01
100,0.02,-0.55,1,50,True,50,0.01
100,0.02,-0.55,2,103,True,50,0.01
100,0.02,-0.56,0,90,True,50,0.01
100,0.02,-0.56,1,50,True,50,0.01
100,0.02,-0.56,2,102,True,50,0.01
100,0.02,-0.5700000000000001,0,90,True,50,0.01
100,0.02,-0.5700000000000001,1,50,True,50,0.01
100,0.02,-0.5700000000000001,2,102,True,50,0.01
100,0.02,-0.5800000000000001,0,90,True,50,0.01
100,0.02,-0.5800000000000001,1,50,True,50,0.01
100,0.02,-0.5800000000000001,2,101,True,50,0.01
100,0.02,-0.5900000000000001,0,90,True,50,0.01
100,0.02,-0.5900000000000001,1,50,True,50,0.01
100,0.02,-0.5900000000000001,2,100,True,50,0.01
